x,y,z,type
0.0015,-0.001,0.0035,1
0.002,-0.001,0.0035,1
-0.002,-0.0005,0.0035,1
-0.0015,-0.0005,0.0035,0
-0.001,-0.0005,0.0035,0
-0.0005,-0.0005,0.0035,0
0.0,-0.0005,0.0035,0
0.0005,-0.0005,0.0035,0
0.001,-0.0005,0.0035,0
0.0015,-0.0005,0.0035,0
0.002,-0.0005,0.0035,1
-0.002,0.0,0.0035,1
-0.0015,0.0,0.0035,0
-0.001,0.0,0.0035,0
-0.0005,0.0,0.0035,0
0.0,0.0,0.0035,0
0.0005,0.0,0.0035,0
0.001,0.0,0.0035,0
0.0015,0.0,0.0035,0
0.002,0.0,0.0035,1
-0.002,0.0005,0.0035,1
-0.0015,0.0005,0.0035,0
-0.001,0.0005,0.0035,0
-0.0005,0.0005,0.0035,0
0.0,0.0005,0.0035,0
0.0005,0.0005,0.0035,0
0.001,0.0005,0.0035,0
0.0015,0.0005,0.0035,0
0.002,0.0005,0.0035,1
-0.002,0.001,0.0035,1
-0.0015,0.001,0.0035,1
-0.001,0.001,0.0035,0
-0.0005,0.001,0.0035,0
0.0,0.001,0.0035,0
0.0005,0.001,0.0035,0
0.001,0.001,0.0035,0
0.0015,0.001,0.0035,1
0.002,0.001,0.0035,1
-0.0015,0.0015,0.0035,1
-0.001,0.0015,0.0035,1
-0.0005,0.0015,0.0035,0
0.0,0.0015,0.0035,0
0.0005,0.0015,0.0035,0
0.001,0.0015,0.0035,1
0.0015,0.0015,0.0035,1
-0.001,0.002,0.0035,1
-0.0005,0.002,0.0035,1
0.0,0.002,0.0035,1
0.0005,0.002,0.0035,1
0.001,0.002,0.0035,1
-0.001,-0.002,0.004,1
-0.0005,-0.002,0.004,1
0.0,-0.002,0.004,1
0.0005,-0.002,0.004,1
0.001,-0.002,0.004,1
-0.0015,-0.0015,0.004,1
-0.001,-0.0015,0.004,1
-0.0005,-0.0015,0.004,0
0.0,-0.0015,0.004,0
0.0005,-0.0015,0.004,0
0.001,-0.0015,0.004,1
0.0015,-0.0015,0.004,1
-0.002,-0.001,0.004,1
-0.0015,-0.001,0.004,1
-0.001,-0.001,0.004,0
-0.0005,-0.001,0.004,0
0.0,-0.001,0.004,0
0.0005,-0.001,0.004,0
0.001,-0.001,0.004,0
0.0015,-0.001,0.004,1
0.002,-0.001,0.004,1
-0.002,-0.0005,0.004,1
-0.0015,-0.0005,0.004,0
-0.001,-0.0005,0.004,0
-0.0005,-0.0005,0.004,0
0.0,-0.0005,0.004,0
0.0005,-0.0005,0.004,0
0.001,-0.0005,0.004,0
0.0015,-0.0005,0.004,0
0.002,-0.0005,0.004,1
-0.002,0.0,0.004,1
-0.0015,0.0,0.004,0
-0.001,0.0,0.004,0
-0.0005,0.0,0.004,0
0.0,0.0,0.004,0
0.0005,0.0,0.004,0
0.001,0.0,0.004,0
0.0015,0.0,0.004,0
0.002,0.0,0.004,1
-0.002,0.0005,0.004,1
-0.0015,0.0005,0.004,0
-0.001,0.0005,0.004,0
-0.0005,0.0005,0.004,0
0.0,0.0005,0.004,0
0.0005,0.0005,0.004,0
0.001,0.0005,0.004,0
0.0015,0.0005,0.004,0
0.002,0.0005,0.004,1
-0.002,0.001,0.004,1
-0.0015,0.001,0.004,1
-0.001,0.001,0.004,0
-0.0005,0.001,0.004,0
0.0,0.001,0.004,0
0.0005,0.001,0.004,0
0.001,0.001,0.004,0
0.0015,0.001,0.004,1
0.002,0.001,0.004,1
-0.0015,0.0015,0.004,1
-0.001,0.0015,0.004,1
-0.0005,0.0015,0.004,0
0.0,0.0015,0.004,0
0.0005,0.0015,0.004,0
0.001,0.0015,0.004,1
0.0015,0.0015,0.004,1
-0.001,0.002,0.004,1
-0.0005,0.002,0.004,1
0.0,0.002,0.004,1
0.0005,0.002,0.004,1
0.001,0.002,0.004,1
-0.001,-0.002,0.0045,1
-0.0005,-0.002,0.0045,1
0.0,-0.002,0.0045,1
0.0005,-0.002,0.0045,1
0.001,-0.002,0.0045,1
-0.0015,-0.0015,0.0045,1
-0.001,-0.0015,0.0045,1
-0.0005,-0.0015,0.0045,0
0.0,-0.0015,0.0045,0
0.0005,-0.0015,0.0045,0
0.001,-0.0015,0.0045,1
0.0015,-0.0015,0.0045,1
-0.002,-0.001,0.0045,1
-0.0015,-0.001,0.0045,1
-0.001,-0.001,0.0045,0
-0.0005,-0.001,0.0045,0
0.0,-0.001,0.0045,0
0.0005,-0.001,0.0045,0
0.001,-0.001,0.0045,0
0.0015,-0.001,0.0045,1
0.002,-0.001,0.0045,1
-0.002,-0.0005,0.0045,1
-0.0015,-0.0005,0.0045,0
-0.001,-0.0005,0.0045,0
-0.0005,-0.0005,0.0045,0
0.0,-0.0005,0.0045,0
0.0005,-0.0005,0.0045,0
0.001,-0.0005,0.0045,0
0.0015,-0.0005,0.0045,0
0.002,-0.0005,0.0045,1
-0.002,0.0,0.0045,1
-0.0015,0.0,0.0045,0
-0.001,0.0,0.0045,0
-0.0005,0.0,0.0045,0
0.0,0.0,0.0045,0
0.0005,0.0,0.0045,0
0.001,0.0,0.0045,0
0.0015,0.0,0.0045,0
0.002,0.0,0.0045,1
-0.002,0.0005,0.0045,1
-0.0015,0.0005,0.0045,0
-0.001,0.0005,0.0045,0
-0.0005,0.0005,0.0045,0
0.0,0.0005,0.0045,0
0.0005,0.0005,0.0045,0
0.001,0.0005,0.0045,0
0.0015,0.0005,0.0045,0
0.002,0.0005,0.0045,1
-0.002,0.001,0.0045,1
-0.0015,0.001,0.0045,1
-0.001,0.001,0.0045,0
-0.0005,0.001,0.0045,0
0.0,0.001,0.0045,0
0.0005,0.001,0.0045,0
0.001,0.001,0.0045,0
0.0015,0.001,0.0045,1
0.002,0.001,0.0045,1
-0.0015,0.0015,0.0045,1
-0.001,0.0015,0.0045,1
-0.0005,0.0015,0.0045,0
0.0,0.0015,0.0045,0
0.0005,0.0015,0.0045,0
0.001,0.0015,0.0045,1
0.0015,0.0015,0.0045,1
-0.001,0.002,0.0045,1
-0.0005,0.002,0.0045,1
0.0,0.002,0.0045,1
0.0005,0.002,0.0045,1
0.001,0.002,0.0045,1
-0.001,-0.002,0.005,1
-0.0005,-0.002,0.005,1
0.0,-0.002,0.005,1
0.0005,-0.002,0.005,1
0.001,-0.002,0.005,1
-0.0015,-0.0015,0.005,1
-0.001,-0.0015,0.005,1
-0.0005,-0.0015,0.005,0
0.0,-0.0015,0.005,0
0.0005,-0.0015,0.005,0
0.001,-0.0015,0.005,1
0.0015,-0.0015,0.005,1
-0.002,-0.001,0.005,1
-0.0015,-0.001,0.005,1
-0.001,-0.001,0.005,0
-0.0005,-0.001,0.005,0
0.0,-0.001,0.005,0
0.0005,-0.001,0.005,0
0.001,-0.001,0.005,0
0.0015,-0.001,0.005,1
0.002,-0.001,0.005,1
-0.002,-0.0005,0.005,1
-0.0015,-0.0005,0.005,0
-0.001,-0.0005,0.005,0
-0.0005,-0.0005,0.005,0
0.0,-0.0005,0.005,0
0.0005,-0.0005,0.005,0
0.001,-0.0005,0.005,0
0.0015,-0.0005,0.005,0
0.002,-0.0005,0.005,1
-0.002,0.0,0.005,1
-0.0015,0.0,0.005,0
-0.001,0.0,0.005,0
-0.0005,0.0,0.005,0
0.0,0.0,0.005,0
0.0005,0.0,0.005,0
0.001,0.0,0.005,0
0.0015,0.0,0.005,0
0.002,0.0,0.005,1
-0.002,0.0005,0.005,1
-0.0015,0.0005,0.005,0
-0.001,0.0005,0.005,0
-0.0005,0.0005,0.005,0
0.0,0.0005,0.005,0
0.0005,0.0005,0.005,0
0.001,0.0005,0.005,0
0.0015,0.0005,0.005,0
0.002,0.0005,0.005,1
-0.002,0.001,0.005,1
-0.0015,0.001,0.005,1
-0.001,0.001,0.005,0
-0.0005,0.001,0.005,0
0.0,0.001,0.005,0
0.0005,0.001,0.005,0
0.001,0.001,0.005,0
0.0015,0.001,0.005,1
0.002,0.001,0.005,1
-0.0015,0.0015,0.005,1
-0.001,0.0015,0.005,1
-0.0005,0.0015,0.005,0
0.0,0.0015,0.005,0
0.0005,0.0015,0.005,0
0.001,0.0015,0.005,1
0.0015,0.0015,0.005,1
-0.001,0.002,0.005,1
-0.0005,0.002,0.005,1
0.0,0.002,0.005,1
0.0005,0.002,0.005,1
0.001,0.002,0.005,1
-0.001,-0.002,0.0055,1
-0.0005,-0.002,0.0055,1
0.0,-0.002,0.0055,1
0.0005,-0.002,0.0055,1
0.001,-0.002,0.0055,1
-0.0015,-0.0015,0.0055,1
-0.001,-0.0015,0.0055,1
-0.0005,-0.0015,0.0055,0
0.0,-0.0015,0.0055,0
0.0005,-0.0015,0.0055,0
0.001,-0.0015,0.0055,1
0.0015,-0.0015,0.0055,1
-0.002,-0.001,0.0055,1
-0.0015,-0.001,0.0055,1
-0.001,-0.001,0.0055,0
-0.0005,-0.001,0.0055,0
0.0,-0.001,0.0055,0
0.0005,-0.001,0.0055,0
0.001,-0.001,0.0055,0
0.0015,-0.001,0.0055,1
0.002,-0.001,0.0055,1
-0.002,-0.0005,0.0055,1
-0.0015,-0.0005,0.0055,0
-0.001,-0.0005,0.0055,0
-0.0005,-0.0005,0.0055,0
0.0,-0.0005,0.0055,0
0.0005,-0.0005,0.0055,0
0.001,-0.0005,0.0055,0
0.0015,-0.0005,0.0055,0
0.002,-0.0005,0.0055,1
-0.002,0.0,0.0055,1
-0.0015,0.0,0.0055,0
-0.001,0.0,0.0055,0
-0.0005,0.0,0.0055,0
0.0,0.0,0.0055,0
0.0005,0.0,0.0055,0
0.001,0.0,0.0055,0
0.0015,0.0,0.0055,0
0.002,0.0,0.0055,1
-0.002,0.0005,0.0055,1
-0.0015,0.0005,0.0055,0
-0.001,0.0005,0.0055,0
-0.0005,0.0005,0.0055,0
0.0,0.0005,0.0055,0
0.0005,0.0005,0.0055,0
0.001,0.0005,0.0055,0
0.0015,0.0005,0.0055,0
0.002,0.0005,0.0055,1
-0.002,0.001,0.0055,1
-0.0015,0.001,0.0055,1
-0.001,0.001,0.0055,0
-0.0005,0.001,0.0055,0
0.0,0.001,0.0055,0
0.0005,0.001,0.0055,0
0.001,0.001,0.0055,0
0.0015,0.001,0.0055,1
0.002,0.001,0.0055,1
-0.0015,0.0015,0.0055,1
-0.001,0.0015,0.0055,1
-0.0005,0.0015,0.0055,0
0.0,0.0015,0.0055,0
0.0005,0.0015,0.0055,0
0.001,0.0015,0.0055,1
0.0015,0.0015,0.0055,1
-0.001,0.002,0.0055,1
-0.0005,0.002,0.0055,1
0.0,0.002,0.0055,1
0.0005,0.002,0.0055,1
0.001,0.002,0.0055,1
-0.001,-0.002,0.006,1
-0.0005,-0.002,0.006,1
0.0,-0.002,0.006,1
0.0005,-0.002,0.006,1
0.001,-0.002,0.006,1
-0.0015,-0.0015,0.006,1
-0.001,-0.0015,0.006,1
-0.0005,-0.0015,0.006,0
0.0,-0.0015,0.006,0
0.0005,-0.0015,0.006,0
0.001,-0.0015,0.006,1
0.0015,-0.0015,0.006,1
-0.002,-0.001,0.006,1
-0.0015,-0.001,0.006,1
-0.001,-0.001,0.006,0
-0.0005,-0.001,0.006,0
0.0,-0.001,0.006,0
0.0005,-0.001,0.006,0
0.001,-0.001,0.006,0
0.0015,-0.001,0.006,1
0.002,-0.001,0.006,1
-0.002,-0.0005,0.006,1
-0.0015,-0.0005,0.006,0
-0.001,-0.0005,0.006,0
-0.0005,-0.0005,0.006,0
0.0,-0.0005,0.006,0
0.0005,-0.0005,0.006,0
0.001,-0.0005,0.006,0
0.0015,-0.0005,0.006,0
