X,Y,Z,non_zero_elements
-0.0005,0.001,0.0125,100
0,0.001,0.0125,100
0.0005,0.001,0.0125,100
0.001,0.001,0.0125,97
0.0015,0.001,0.0125,76
0.002,0.001,0.0125,53
-0.0015,0.0015,0.0125,60
-0.001,0.0015,0.0125,76
-0.0005,0.0015,0.0125,86
0,0.0015,0.0125,91
0.0005,0.0015,0.0125,86
0.001,0.0015,0.0125,76
0.0015,0.0015,0.0125,60
-0.001,0.002,0.0125,53
-0.0005,0.002,0.0125,62
0,0.002,0.0125,66
0.0005,0.002,0.0125,62
0.001,0.002,0.0125,53
-0.001,-0.002,0.013,53
-0.0005,-0.002,0.013,62
0,-0.002,0.013,66
0.0005,-0.002,0.013,62
0.001,-0.002,0.013,53
-0.0015,-0.0015,0.013,60
-0.001,-0.0015,0.013,76
-0.0005,-0.0015,0.013,86
0,-0.0015,0.013,91
0.0005,-0.0015,0.013,86
0.001,-0.0015,0.013,76
0.0015,-0.0015,0.013,60
-0.002,-0.001,0.013,53
-0.0015,-0.001,0.013,76
-0.001,-0.001,0.013,97
-0.0005,-0.001,0.013,100
0,-0.001,0.013,100
0.0005,-0.001,0.013,100
0.001,-0.001,0.013,97
0.0015,-0.001,0.013,76
0.002,-0.001,0.013,53
-0.002,-0.0005,0.013,62
-0.0015,-0.0005,0.013,86
-0.001,-0.0005,0.013,100
-0.0005,-0.0005,0.013,100
0,-0.0005,0.013,100
0.0005,-0.0005,0.013,100
0.001,-0.0005,0.013,100
0.0015,-0.0005,0.013,86
0.002,-0.0005,0.013,62
-0.002,0,0.013,66
-0.0015,0,0.013,91
-0.001,0,0.013,100
-0.0005,0,0.013,100
0,0,0.013,100
0.0005,0,0.013,100
0.001,0,0.013,100
0.0015,0,0.013,91
0.002,0,0.013,66
-0.002,0.0005,0.013,62
-0.0015,0.0005,0.013,86
-0.001,0.0005,0.013,100
-0.0005,0.0005,0.013,100
0,0.0005,0.013,100
0.0005,0.0005,0.013,100
0.001,0.0005,0.013,100
0.0015,0.0005,0.013,86
0.002,0.0005,0.013,62
-0.002,0.001,0.013,53
-0.0015,0.001,0.013,76
-0.001,0.001,0.013,97
-0.0005,0.001,0.013,100
0,0.001,0.013,100
0.0005,0.001,0.013,100
0.001,0.001,0.013,97
0.0015,0.001,0.013,76
0.002,0.001,0.013,53
-0.0015,0.0015,0.013,60
-0.001,0.0015,0.013,76
-0.0005,0.0015,0.013,86
0,0.0015,0.013,91
0.0005,0.0015,0.013,86
0.001,0.0015,0.013,76
0.0015,0.0015,0.013,60
-0.001,0.002,0.013,53
-0.0005,0.002,0.013,62
0,0.002,0.013,66
0.0005,0.002,0.013,62
0.001,0.002,0.013,53
-0.001,-0.002,0.0135,52
-0.0005,-0.002,0.0135,61
0,-0.002,0.0135,65
0.0005,-0.002,0.0135,61
0.001,-0.002,0.0135,52
-0.0015,-0.0015,0.0135,60
-0.001,-0.0015,0.0135,75
-0.0005,-0.0015,0.0135,85
0,-0.0015,0.0135,90
0.0005,-0.0015,0.0135,85
0.001,-0.0015,0.0135,75
0.0015,-0.0015,0.0135,60
-0.002,-0.001,0.0135,52
-0.0015,-0.001,0.0135,75
-0.001,-0.001,0.0135,95
-0.0005,-0.001,0.0135,100
0,-0.001,0.0135,100
0.0005,-0.001,0.0135,100
0.001,-0.001,0.0135,95
0.0015,-0.001,0.0135,75
0.002,-0.001,0.0135,52
-0.002,-0.0005,0.0135,61
-0.0015,-0.0005,0.0135,85
-0.001,-0.0005,0.0135,100
-0.0005,-0.0005,0.0135,100
0,-0.0005,0.0135,100
0.0005,-0.0005,0.0135,100
0.001,-0.0005,0.0135,100
0.0015,-0.0005,0.0135,85
0.002,-0.0005,0.0135,61
-0.002,0,0.0135,65
-0.0015,0,0.0135,90
-0.001,0,0.0135,100
-0.0005,0,0.0135,100
0,0,0.0135,100
0.0005,0,0.0135,100
0.001,0,0.0135,100
0.0015,0,0.0135,90
0.002,0,0.0135,65
-0.002,0.0005,0.0135,61
-0.0015,0.0005,0.0135,85
-0.001,0.0005,0.0135,100
-0.0005,0.0005,0.0135,100
0,0.0005,0.0135,100
0.0005,0.0005,0.0135,100
0.001,0.0005,0.0135,100
0.0015,0.0005,0.0135,85
0.002,0.0005,0.0135,61
-0.002,0.001,0.0135,52
-0.0015,0.001,0.0135,75
-0.001,0.001,0.0135,95
-0.0005,0.001,0.0135,100
0,0.001,0.0135,100
0.0005,0.001,0.0135,100
0.001,0.001,0.0135,95
0.0015,0.001,0.0135,75
0.002,0.001,0.0135,52
-0.0015,0.0015,0.0135,60
-0.001,0.0015,0.0135,75
-0.0005,0.0015,0.0135,85
0,0.0015,0.0135,90
0.0005,0.0015,0.0135,85
0.001,0.0015,0.0135,75
0.0015,0.0015,0.0135,60
-0.001,0.002,0.0135,52
-0.0005,0.002,0.0135,61
0,0.002,0.0135,65
0.0005,0.002,0.0135,61
0.001,0.002,0.0135,52
-0.001,-0.002,0.014,52
-0.0005,-0.002,0.014,61
0,-0.002,0.014,65
0.0005,-0.002,0.014,61
0.001,-0.002,0.014,52
-0.0015,-0.0015,0.014,60
-0.001,-0.0015,0.014,75
-0.0005,-0.0015,0.014,85
0,-0.0015,0.014,90
0.0005,-0.0015,0.014,85
0.001,-0.0015,0.014,75
0.0015,-0.0015,0.014,60
-0.002,-0.001,0.014,52
-0.0015,-0.001,0.014,75
-0.001,-0.001,0.014,95
-0.0005,-0.001,0.014,100
0,-0.001,0.014,100
0.0005,-0.001,0.014,100
0.001,-0.001,0.014,95
0.0015,-0.001,0.014,75
0.002,-0.001,0.014,52
-0.002,-0.0005,0.014,61
-0.0015,-0.0005,0.014,85
-0.001,-0.0005,0.014,100
-0.0005,-0.0005,0.014,100
0,-0.0005,0.014,100
0.0005,-0.0005,0.014,100
0.001,-0.0005,0.014,100
0.0015,-0.0005,0.014,85
0.002,-0.0005,0.014,61
-0.002,0,0.014,65
-0.0015,0,0.014,90
-0.001,0,0.014,100
-0.0005,0,0.014,100
0,0,0.014,100
0.0005,0,0.014,100
0.001,0,0.014,100
0.0015,0,0.014,90
0.002,0,0.014,65
-0.002,0.0005,0.014,61
-0.0015,0.0005,0.014,85
-0.001,0.0005,0.014,100
-0.0005,0.0005,0.014,100
0,0.0005,0.014,100
0.0005,0.0005,0.014,100
0.001,0.0005,0.014,100
0.0015,0.0005,0.014,85
0.002,0.0005,0.014,61
-0.002,0.001,0.014,52
-0.0015,0.001,0.014,75
-0.001,0.001,0.014,95
-0.0005,0.001,0.014,100
0,0.001,0.014,100
0.0005,0.001,0.014,100
0.001,0.001,0.014,95
0.0015,0.001,0.014,75
0.002,0.001,0.014,52
-0.0015,0.0015,0.014,60
-0.001,0.0015,0.014,75
-0.0005,0.0015,0.014,85
0,0.0015,0.014,90
0.0005,0.0015,0.014,85
0.001,0.0015,0.014,75
0.0015,0.0015,0.014,60
-0.001,0.002,0.014,52
-0.0005,0.002,0.014,61
0,0.002,0.014,65
0.0005,0.002,0.014,61
0.001,0.002,0.014,52
-0.001,-0.002,0.0145,53
-0.0005,-0.002,0.0145,62
0,-0.002,0.0145,66
0.0005,-0.002,0.0145,62
0.001,-0.002,0.0145,53
-0.0015,-0.0015,0.0145,60
-0.001,-0.0015,0.0145,76
-0.0005,-0.0015,0.0145,86
0,-0.0015,0.0145,91
0.0005,-0.0015,0.0145,86
0.001,-0.0015,0.0145,76
0.0015,-0.0015,0.0145,60
-0.002,-0.001,0.0145,53
-0.0015,-0.001,0.0145,76
-0.001,-0.001,0.0145,97
-0.0005,-0.001,0.0145,100
0,-0.001,0.0145,100
0.0005,-0.001,0.0145,100
0.001,-0.001,0.0145,97
0.0015,-0.001,0.0145,76
0.002,-0.001,0.0145,53
-0.002,-0.0005,0.0145,62
-0.0015,-0.0005,0.0145,86
-0.001,-0.0005,0.0145,100
-0.0005,-0.0005,0.0145,100
0,-0.0005,0.0145,100
0.0005,-0.0005,0.0145,100
0.001,-0.0005,0.0145,100
0.0015,-0.0005,0.0145,86
0.002,-0.0005,0.0145,62
-0.002,0,0.0145,66
-0.0015,0,0.0145,91
-0.001,0,0.0145,100
-0.0005,0,0.0145,100
0,0,0.0145,100
0.0005,0,0.0145,100
0.001,0,0.0145,100
0.0015,0,0.0145,91
0.002,0,0.0145,66
-0.002,0.0005,0.0145,62
-0.0015,0.0005,0.0145,86
-0.001,0.0005,0.0145,100
-0.0005,0.0005,0.0145,100
0,0.0005,0.0145,100
0.0005,0.0005,0.0145,100
0.001,0.0005,0.0145,100
0.0015,0.0005,0.0145,86
0.002,0.0005,0.0145,62
-0.002,0.001,0.0145,53
-0.0015,0.001,0.0145,76
-0.001,0.001,0.0145,97
-0.0005,0.001,0.0145,100
0,0.001,0.0145,100
0.0005,0.001,0.0145,100
0.001,0.001,0.0145,97
0.0015,0.001,0.0145,76
0.002,0.001,0.0145,53
-0.0015,0.0015,0.0145,60
-0.001,0.0015,0.0145,76
-0.0005,0.0015,0.0145,86
0,0.0015,0.0145,91
0.0005,0.0015,0.0145,86
0.001,0.0015,0.0145,76
0.0015,0.0015,0.0145,60
-0.001,0.002,0.0145,53
-0.0005,0.002,0.0145,62
0,0.002,0.0145,66
0.0005,0.002,0.0145,62
0.001,0.002,0.0145,53
-0.001,-0.002,0.015,53
-0.0005,-0.002,0.015,62
0,-0.002,0.015,66
0.0005,-0.002,0.015,62
0.001,-0.002,0.015,53
-0.0015,-0.0015,0.015,60
-0.001,-0.0015,0.015,76
-0.0005,-0.0015,0.015,86
0,-0.0015,0.015,91
0.0005,-0.0015,0.015,86
0.001,-0.0015,0.015,76
0.0015,-0.0015,0.015,60
-0.002,-0.001,0.015,53
-0.0015,-0.001,0.015,76
-0.001,-0.001,0.015,97
-0.0005,-0.001,0.015,100
0,-0.001,0.015,100
0.0005,-0.001,0.015,100
0.001,-0.001,0.015,97
0.0015,-0.001,0.015,76
0.002,-0.001,0.015,53
-0.002,-0.0005,0.015,62
-0.0015,-0.0005,0.015,86
-0.001,-0.0005,0.015,100
-0.0005,-0.0005,0.015,100
0,-0.0005,0.015,100
0.0005,-0.0005,0.015,100
0.001,-0.0005,0.015,100
0.0015,-0.0005,0.015,86
0.002,-0.0005,0.015,62
-0.002,0,0.015,66
-0.0015,0,0.015,91
-0.001,0,0.015,100
-0.0005,0,0.015,100
0,0,0.015,100
0.0005,0,0.015,100
0.001,0,0.015,100
0.0015,0,0.015,91
0.002,0,0.015,66
-0.002,0.0005,0.015,62
-0.0015,0.0005,0.015,86
-0.001,0.0005,0.015,100
-0.0005,0.0005,0.015,100
0,0.0005,0.015,100
0.0005,0.0005,0.015,100
0.001,0.0005,0.015,100
0.0015,0.0005,0.015,86
0.002,0.0005,0.015,62
-0.002,0.001,0.015,53
-0.0015,0.001,0.015,76
-0.001,0.001,0.015,97
-0.0005,0.001,0.015,100
0,0.001,0.015,100
0.0005,0.001,0.015,100
0.001,0.001,0.015,97
0.0015,0.001,0.015,76
0.002,0.001,0.015,53
-0.0015,0.0015,0.015,60
-0.001,0.0015,0.015,76
-0.0005,0.0015,0.015,86
0,0.0015,0.015,91
0.0005,0.0015,0.015,86
0.001,0.0015,0.015,76
0.0015,0.0015,0.015,60
-0.001,0.002,0.015,53
-0.0005,0.002,0.015,62
0,0.002,0.015,66
0.0005,0.002,0.015,62
0.001,0.002,0.015,53
-0.001,-0.002,0.0155,51
-0.0005,-0.002,0.0155,60
0,-0.002,0.0155,64
0.0005,-0.002,0.0155,60
0.001,-0.002,0.0155,51
-0.0015,-0.0015,0.0155,59
-0.001,-0.0015,0.0155,74
-0.0005,-0.0015,0.0155,84
0,-0.0015,0.0155,89
0.0005,-0.0015,0.0155,84
0.001,-0.0015,0.0155,74
0.0015,-0.0015,0.0155,59
-0.002,-0.001,0.0155,51
-0.0015,-0.001,0.0155,74
-0.001,-0.001,0.0155,94
-0.0005,-0.001,0.0155,100
0,-0.001,0.0155,100
0.0005,-0.001,0.0155,100
0.001,-0.001,0.0155,94
0.0015,-0.001,0.0155,74
0.002,-0.001,0.0155,51
-0.002,-0.0005,0.0155,60
-0.0015,-0.0005,0.0155,84
-0.001,-0.0005,0.0155,100
-0.0005,-0.0005,0.0155,100
0,-0.0005,0.0155,100
0.0005,-0.0005,0.0155,100
0.001,-0.0005,0.0155,100
0.0015,-0.0005,0.0155,84
0.002,-0.0005,0.0155,60
-0.002,0,0.0155,64
-0.0015,0,0.0155,89
-0.001,0,0.0155,100
-0.0005,0,0.0155,100
0,0,0.0155,100
0.0005,0,0.0155,100
0.001,0,0.0155,100
0.0015,0,0.0155,89
0.002,0,0.0155,64
-0.002,0.0005,0.0155,60
-0.0015,0.0005,0.0155,84
-0.001,0.0005,0.0155,100
-0.0005,0.0005,0.0155,100
0,0.0005,0.0155,100
0.0005,0.0005,0.0155,100
0.001,0.0005,0.0155,100
0.0015,0.0005,0.0155,84
0.002,0.0005,0.0155,60
-0.002,0.001,0.0155,51
-0.0015,0.001,0.0155,74
-0.001,0.001,0.0155,94
-0.0005,0.001,0.0155,100
0,0.001,0.0155,100
0.0005,0.001,0.0155,100
0.001,0.001,0.0155,94
0.0015,0.001,0.0155,74
0.002,0.001,0.0155,51
-0.0015,0.0015,0.0155,59
-0.001,0.0015,0.0155,74
-0.0005,0.0015,0.0155,84
0,0.0015,0.0155,89
0.0005,0.0015,0.0155,84
0.001,0.0015,0.0155,74
0.0015,0.0015,0.0155,59
-0.001,0.002,0.0155,51
-0.0005,0.002,0.0155,60
0,0.002,0.0155,64
0.0005,0.002,0.0155,60
0.001,0.002,0.0155,51
-0.001,-0.002,0.016,48
-0.0005,-0.002,0.016,56
0,-0.002,0.016,60
0.0005,-0.002,0.016,56
0.001,-0.002,0.016,48
-0.0015,-0.0015,0.016,55
-0.001,-0.0015,0.016,69
-0.0005,-0.0015,0.016,79
0,-0.0015,0.016,83
0.0005,-0.0015,0.016,79
0.001,-0.0015,0.016,69
0.0015,-0.0015,0.016,55
-0.002,-0.001,0.016,48
-0.0015,-0.001,0.016,69
-0.001,-0.001,0.016,88
-0.0005,-0.001,0.016,95
0,-0.001,0.016,96
0.0005,-0.001,0.016,95
0.001,-0.001,0.016,88
0.0015,-0.001,0.016,69
0.002,-0.001,0.016,48
-0.002,-0.0005,0.016,56
-0.0015,-0.0005,0.016,79
-0.001,-0.0005,0.016,95
-0.0005,-0.0005,0.016,97
0,-0.0005,0.016,97
0.0005,-0.0005,0.016,97
0.001,-0.0005,0.016,95
0.0015,-0.0005,0.016,79
0.002,-0.0005,0.016,56
-0.002,0,0.016,60
-0.0015,0,0.016,83
-0.001,0,0.016,96
-0.0005,0,0.016,97
0,0,0.016,97
0.0005,0,0.016,97
0.001,0,0.016,96
0.0015,0,0.016,83
0.002,0,0.016,60
-0.002,0.0005,0.016,56
-0.0015,0.0005,0.016,79
-0.001,0.0005,0.016,95
-0.0005,0.0005,0.016,97
0,0.0005,0.016,97
0.0005,0.0005,0.016,97
0.001,0.0005,0.016,95
0.0015,0.0005,0.016,79
0.002,0.0005,0.016,56
-0.002,0.001,0.016,48
-0.0015,0.001,0.016,69
-0.001,0.001,0.016,88
-0.0005,0.001,0.016,95
0,0.001,0.016,96
0.0005,0.001,0.016,95
0.001,0.001,0.016,88
0.0015,0.001,0.016,69
0.002,0.001,0.016,48
-0.0015,0.0015,0.016,55
-0.001,0.0015,0.016,69
-0.0005,0.0015,0.016,79
0,0.0015,0.016,83
0.0005,0.0015,0.016,79
0.001,0.0015,0.016,69
0.0015,0.0015,0.016,55
-0.001,0.002,0.016,48
-0.0005,0.002,0.016,56
0,0.002,0.016,60
0.0005,0.002,0.016,56
0.001,0.002,0.016,48
-0.001,-0.002,0.0165,48
-0.0005,-0.002,0.0165,56
0,-0.002,0.0165,60
0.0005,-0.002,0.0165,56
0.001,-0.002,0.0165,48
-0.0015,-0.0015,0.0165,55
-0.001,-0.0015,0.0165,69
-0.0005,-0.0015,0.0165,79
0,-0.0015,0.0165,83
0.0005,-0.0015,0.0165,79
0.001,-0.0015,0.0165,69
0.0015,-0.0015,0.0165,55
-0.002,-0.001,0.0165,48
-0.0015,-0.001,0.0165,69
-0.001,-0.001,0.0165,88
-0.0005,-0.001,0.0165,95
0,-0.001,0.0165,96
0.0005,-0.001,0.0165,95
0.001,-0.001,0.0165,88
0.0015,-0.001,0.0165,69
0.002,-0.001,0.0165,48
-0.002,-0.0005,0.0165,56
-0.0015,-0.0005,0.0165,79
-0.001,-0.0005,0.0165,95
-0.0005,-0.0005,0.0165,97
0,-0.0005,0.0165,97
0.0005,-0.0005,0.0165,97
0.001,-0.0005,0.0165,95
0.0015,-0.0005,0.0165,79
0.002,-0.0005,0.0165,56
-0.002,0,0.0165,60
-0.0015,0,0.0165,83
-0.001,0,0.0165,96
-0.0005,0,0.0165,97
0,0,0.0165,97
0.0005,0,0.0165,97
0.001,0,0.0165,96
0.0015,0,0.0165,83
0.002,0,0.0165,60
-0.002,0.0005,0.0165,56
-0.0015,0.0005,0.0165,79
-0.001,0.0005,0.0165,95
-0.0005,0.0005,0.0165,97
0,0.0005,0.0165,97
0.0005,0.0005,0.0165,97
0.001,0.0005,0.0165,95
0.0015,0.0005,0.0165,79
0.002,0.0005,0.0165,56
-0.002,0.001,0.0165,48
-0.0015,0.001,0.0165,69
-0.001,0.001,0.0165,88
-0.0005,0.001,0.0165,95
0,0.001,0.0165,96
0.0005,0.001,0.0165,95
0.001,0.001,0.0165,88
0.0015,0.001,0.0165,69
0.002,0.001,0.0165,48
-0.0015,0.0015,0.0165,55
-0.001,0.0015,0.0165,69
-0.0005,0.0015,0.0165,79
0,0.0015,0.0165,83
0.0005,0.0015,0.0165,79
0.001,0.0015,0.0165,69
0.0015,0.0015,0.0165,55
-0.001,0.002,0.0165,48
-0.0005,0.002,0.0165,56
0,0.002,0.0165,60
0.0005,0.002,0.0165,56
0.001,0.002,0.0165,48
-0.001,-0.002,0.017,51
-0.0005,-0.002,0.017,60
0,-0.002,0.017,64
0.0005,-0.002,0.017,60
0.001,-0.002,0.017,51
-0.0015,-0.0015,0.017,59
-0.001,-0.0015,0.017,74
-0.0005,-0.0015,0.017,84
0,-0.0015,0.017,89
0.0005,-0.0015,0.017,84
0.001,-0.0015,0.017,74
0.0015,-0.0015,0.017,59
-0.002,-0.001,0.017,51
-0.0015,-0.001,0.017,74
-0.001,-0.001,0.017,94
-0.0005,-0.001,0.017,100
0,-0.001,0.017,100
0.0005,-0.001,0.017,100
0.001,-0.001,0.017,94
0.0015,-0.001,0.017,74
0.002,-0.001,0.017,51
-0.002,-0.0005,0.017,60
-0.0015,-0.0005,0.017,84
-0.001,-0.0005,0.017,100
-0.0005,-0.0005,0.017,100
0,-0.0005,0.017,100
0.0005,-0.0005,0.017,100
0.001,-0.0005,0.017,100
0.0015,-0.0005,0.017,84
0.002,-0.0005,0.017,60
-0.002,0,0.017,64
-0.0015,0,0.017,89
-0.001,0,0.017,100
-0.0005,0,0.017,100
0,0,0.017,100
0.0005,0,0.017,100
0.001,0,0.017,100
0.0015,0,0.017,89
0.002,0,0.017,64
-0.002,0.0005,0.017,60
-0.0015,0.0005,0.017,84
-0.001,0.0005,0.017,100
-0.0005,0.0005,0.017,100
0,0.0005,0.017,100
0.0005,0.0005,0.017,100
0.001,0.0005,0.017,100
0.0015,0.0005,0.017,84
0.002,0.0005,0.017,60
-0.002,0.001,0.017,51
-0.0015,0.001,0.017,74
-0.001,0.001,0.017,94
-0.0005,0.001,0.017,100
0,0.001,0.017,100
0.0005,0.001,0.017,100
0.001,0.001,0.017,94
0.0015,0.001,0.017,74
0.002,0.001,0.017,51
-0.0015,0.0015,0.017,59
-0.001,0.0015,0.017,74
-0.0005,0.0015,0.017,84
0,0.0015,0.017,89
0.0005,0.0015,0.017,84
0.001,0.0015,0.017,74
0.0015,0.0015,0.017,59
-0.001,0.002,0.017,51
-0.0005,0.002,0.017,60
0,0.002,0.017,64
0.0005,0.002,0.017,60
0.001,0.002,0.017,51
-0.001,-0.002,0.0175,53
-0.0005,-0.002,0.0175,62
0,-0.002,0.0175,66
0.0005,-0.002,0.0175,62
0.001,-0.002,0.0175,53
-0.0015,-0.0015,0.0175,60
-0.001,-0.0015,0.0175,76
-0.0005,-0.0015,0.0175,86
0,-0.0015,0.0175,91
0.0005,-0.0015,0.0175,86
0.001,-0.0015,0.0175,76
0.0015,-0.0015,0.0175,60
-0.002,-0.001,0.0175,53
-0.0015,-0.001,0.0175,76
-0.001,-0.001,0.0175,97
-0.0005,-0.001,0.0175,100
0,-0.001,0.0175,100
0.0005,-0.001,0.0175,100
0.001,-0.001,0.0175,97
0.0015,-0.001,0.0175,76
0.002,-0.001,0.0175,53
-0.002,-0.0005,0.0175,62
-0.0015,-0.0005,0.0175,86
-0.001,-0.0005,0.0175,100
-0.0005,-0.0005,0.0175,100
0,-0.0005,0.0175,100
0.0005,-0.0005,0.0175,100
0.001,-0.0005,0.0175,100
0.0015,-0.0005,0.0175,86
0.002,-0.0005,0.0175,62
-0.002,0,0.0175,66
-0.0015,0,0.0175,91
-0.001,0,0.0175,100
-0.0005,0,0.0175,100
0,0,0.0175,100
0.0005,0,0.0175,100
0.001,0,0.0175,100
0.0015,0,0.0175,91
0.002,0,0.0175,66
-0.002,0.0005,0.0175,62
-0.0015,0.0005,0.0175,86
-0.001,0.0005,0.0175,100
-0.0005,0.0005,0.0175,100
0,0.0005,0.0175,100
0.0005,0.0005,0.0175,100
0.001,0.0005,0.0175,100
0.0015,0.0005,0.0175,86
0.002,0.0005,0.0175,62
-0.002,0.001,0.0175,53
-0.0015,0.001,0.0175,76
-0.001,0.001,0.0175,97
-0.0005,0.001,0.0175,100
0,0.001,0.0175,100
0.0005,0.001,0.0175,100
0.001,0.001,0.0175,97
0.0015,0.001,0.0175,76
0.002,0.001,0.0175,53
-0.0015,0.0015,0.0175,60
-0.001,0.0015,0.0175,76
-0.0005,0.0015,0.0175,86
0,0.0015,0.0175,91
0.0005,0.0015,0.0175,86
0.001,0.0015,0.0175,76
0.0015,0.0015,0.0175,60
-0.001,0.002,0.0175,53
-0.0005,0.002,0.0175,62
0,0.002,0.0175,66
0.0005,0.002,0.0175,62
0.001,0.002,0.0175,53
-0.001,-0.002,0.018,53
-0.0005,-0.002,0.018,62
0,-0.002,0.018,66
0.0005,-0.002,0.018,62
0.001,-0.002,0.018,53
-0.0015,-0.0015,0.018,60
-0.001,-0.0015,0.018,76
-0.0005,-0.0015,0.018,86
0,-0.0015,0.018,91
0.0005,-0.0015,0.018,86
0.001,-0.0015,0.018,76
0.0015,-0.0015,0.018,60
-0.002,-0.001,0.018,53
-0.0015,-0.001,0.018,76
-0.001,-0.001,0.018,97
-0.0005,-0.001,0.018,100
0,-0.001,0.018,100
0.0005,-0.001,0.018,100
0.001,-0.001,0.018,97
0.0015,-0.001,0.018,76
0.002,-0.001,0.018,53
-0.002,-0.0005,0.018,62
-0.0015,-0.0005,0.018,86
-0.001,-0.0005,0.018,100
-0.0005,-0.0005,0.018,100
0,-0.0005,0.018,100
0.0005,-0.0005,0.018,100
0.001,-0.0005,0.018,100
0.0015,-0.0005,0.018,86
0.002,-0.0005,0.018,62
-0.002,0,0.018,66
-0.0015,0,0.018,91
-0.001,0,0.018,100
-0.0005,0,0.018,100
0,0,0.018,100
0.0005,0,0.018,100
0.001,0,0.018,100
0.0015,0,0.018,91
0.002,0,0.018,66
-0.002,0.0005,0.018,62
-0.0015,0.0005,0.018,86
-0.001,0.0005,0.018,100
-0.0005,0.0005,0.018,100
0,0.0005,0.018,100
0.0005,0.0005,0.018,100
0.001,0.0005,0.018,100
0.0015,0.0005,0.018,86
0.002,0.0005,0.018,62
-0.002,0.001,0.018,53
-0.0015,0.001,0.018,76
-0.001,0.001,0.018,97
-0.0005,0.001,0.018,100
0,0.001,0.018,100
0.0005,0.001,0.018,100
0.001,0.001,0.018,97
0.0015,0.001,0.018,76
0.002,0.001,0.018,53
-0.0015,0.0015,0.018,60
-0.001,0.0015,0.018,76
-0.0005,0.0015,0.018,86
0,0.0015,0.018,91
0.0005,0.0015,0.018,86
0.001,0.0015,0.018,76
0.0015,0.0015,0.018,60
-0.001,0.002,0.018,53
-0.0005,0.002,0.018,62
0,0.002,0.018,66
0.0005,0.002,0.018,62
0.001,0.002,0.018,53
-0.001,-0.002,0.0185,51
-0.0005,-0.002,0.0185,60
0,-0.002,0.0185,64
0.0005,-0.002,0.0185,60
0.001,-0.002,0.0185,51
-0.0015,-0.0015,0.0185,59
-0.001,-0.0015,0.0185,74
-0.0005,-0.0015,0.0185,84
0,-0.0015,0.0185,89
0.0005,-0.0015,0.0185,84
0.001,-0.0015,0.0185,74
0.0015,-0.0015,0.0185,59
-0.002,-0.001,0.0185,51
-0.0015,-0.001,0.0185,74
-0.001,-0.001,0.0185,94
-0.0005,-0.001,0.0185,100
0,-0.001,0.0185,100
0.0005,-0.001,0.0185,100
0.001,-0.001,0.0185,94
0.0015,-0.001,0.0185,74
0.002,-0.001,0.0185,51
-0.002,-0.0005,0.0185,60
-0.0015,-0.0005,0.0185,84
-0.001,-0.0005,0.0185,100
-0.0005,-0.0005,0.0185,100
0,-0.0005,0.0185,100
0.0005,-0.0005,0.0185,100
0.001,-0.0005,0.0185,100
0.0015,-0.0005,0.0185,84
0.002,-0.0005,0.0185,60
-0.002,0,0.0185,64
-0.0015,0,0.0185,89
-0.001,0,0.0185,100
-0.0005,0,0.0185,100
0,0,0.0185,100
0.0005,0,0.0185,100
0.001,0,0.0185,100
0.0015,0,0.0185,89
0.002,0,0.0185,64
-0.002,0.0005,0.0185,60
-0.0015,0.0005,0.0185,84
-0.001,0.0005,0.0185,100
-0.0005,0.0005,0.0185,100
0,0.0005,0.0185,100
0.0005,0.0005,0.0185,100
0.001,0.0005,0.0185,100
0.0015,0.0005,0.0185,84
0.002,0.0005,0.0185,60
-0.002,0.001,0.0185,51
-0.0015,0.001,0.0185,74
-0.001,0.001,0.0185,94
-0.0005,0.001,0.0185,100
0,0.001,0.0185,100
0.0005,0.001,0.0185,100
0.001,0.001,0.0185,94
0.0015,0.001,0.0185,74
0.002,0.001,0.0185,51
-0.0015,0.0015,0.0185,59
-0.001,0.0015,0.0185,74
-0.0005,0.0015,0.0185,84
0,0.0015,0.0185,89
0.0005,0.0015,0.0185,84
0.001,0.0015,0.0185,74
0.0015,0.0015,0.0185,59
-0.001,0.002,0.0185,51
-0.0005,0.002,0.0185,60
0,0.002,0.0185,64
0.0005,0.002,0.0185,60
0.001,0.002,0.0185,51
-0.001,-0.002,0.019,48
-0.0005,-0.002,0.019,56
0,-0.002,0.019,60
0.0005,-0.002,0.019,56
0.001,-0.002,0.019,48
-0.0015,-0.0015,0.019,55
-0.001,-0.0015,0.019,69
-0.0005,-0.0015,0.019,79
0,-0.0015,0.019,83
0.0005,-0.0015,0.019,79
0.001,-0.0015,0.019,69
0.0015,-0.0015,0.019,55
-0.002,-0.001,0.019,48
-0.0015,-0.001,0.019,69
-0.001,-0.001,0.019,88
-0.0005,-0.001,0.019,95
0,-0.001,0.019,96
0.0005,-0.001,0.019,95
0.001,-0.001,0.019,88
0.0015,-0.001,0.019,69
0.002,-0.001,0.019,48
-0.002,-0.0005,0.019,56
-0.0015,-0.0005,0.019,79
-0.001,-0.0005,0.019,95
-0.0005,-0.0005,0.019,97
0,-0.0005,0.019,97
0.0005,-0.0005,0.019,97
0.001,-0.0005,0.019,95
0.0015,-0.0005,0.019,79
0.002,-0.0005,0.019,56
-0.002,0,0.019,60
-0.0015,0,0.019,83
-0.001,0,0.019,96
-0.0005,0,0.019,97
0,0,0.019,97
0.0005,0,0.019,97
0.001,0,0.019,96
0.0015,0,0.019,83
0.002,0,0.019,60
-0.002,0.0005,0.019,56
-0.0015,0.0005,0.019,79
