X,Y,Z,non_zero_elements
-0.001,0.002,0.006,56
-0.0005,0.002,0.006,66
0,0.002,0.006,70
0.0005,0.002,0.006,66
0.001,0.002,0.006,56
-0.001,-0.002,0.0065,56
-0.0005,-0.002,0.0065,66
0,-0.002,0.0065,70
0.0005,-0.002,0.0065,66
0.001,-0.002,0.0065,56
-0.0015,-0.0015,0.0065,64
-0.001,-0.0015,0.0065,81
-0.0005,-0.0015,0.0065,91
0,-0.0015,0.0065,97
0.0005,-0.0015,0.0065,91
0.001,-0.0015,0.0065,81
0.0015,-0.0015,0.0065,64
-0.002,-0.001,0.0065,56
-0.0015,-0.001,0.0065,81
-0.001,-0.001,0.0065,100
-0.0005,-0.001,0.0065,100
0,-0.001,0.0065,100
0.0005,-0.001,0.0065,100
0.001,-0.001,0.0065,100
0.0015,-0.001,0.0065,81
0.002,-0.001,0.0065,56
-0.002,-0.0005,0.0065,66
-0.0015,-0.0005,0.0065,91
-0.001,-0.0005,0.0065,100
-0.0005,-0.0005,0.0065,100
0,-0.0005,0.0065,100
0.0005,-0.0005,0.0065,100
0.001,-0.0005,0.0065,100
0.0015,-0.0005,0.0065,91
0.002,-0.0005,0.0065,66
-0.002,0,0.0065,70
-0.0015,0,0.0065,97
-0.001,0,0.0065,100
-0.0005,0,0.0065,100
0,0,0.0065,100
0.0005,0,0.0065,100
0.001,0,0.0065,100
0.0015,0,0.0065,97
0.002,0,0.0065,70
-0.002,0.0005,0.0065,66
-0.0015,0.0005,0.0065,91
-0.001,0.0005,0.0065,100
-0.0005,0.0005,0.0065,100
0,0.0005,0.0065,100
0.0005,0.0005,0.0065,100
0.001,0.0005,0.0065,100
0.0015,0.0005,0.0065,91
0.002,0.0005,0.0065,66
-0.002,0.001,0.0065,56
-0.0015,0.001,0.0065,81
-0.001,0.001,0.0065,100
-0.0005,0.001,0.0065,100
0,0.001,0.0065,100
0.0005,0.001,0.0065,100
0.001,0.001,0.0065,100
0.0015,0.001,0.0065,81
0.002,0.001,0.0065,56
-0.0015,0.0015,0.0065,64
-0.001,0.0015,0.0065,81
-0.0005,0.0015,0.0065,91
0,0.0015,0.0065,97
0.0005,0.0015,0.0065,91
0.001,0.0015,0.0065,81
0.0015,0.0015,0.0065,64
-0.001,0.002,0.0065,56
-0.0005,0.002,0.0065,66
0,0.002,0.0065,70
0.0005,0.002,0.0065,66
0.001,0.002,0.0065,56
-0.001,-0.002,0.007,55
-0.0005,-0.002,0.007,65
0,-0.002,0.007,69
0.0005,-0.002,0.007,65
0.001,-0.002,0.007,55
-0.0015,-0.0015,0.007,63
-0.001,-0.0015,0.007,80
-0.0005,-0.0015,0.007,90
0,-0.0015,0.007,96
0.0005,-0.0015,0.007,90
0.001,-0.0015,0.007,80
0.0015,-0.0015,0.007,63
-0.002,-0.001,0.007,55
-0.0015,-0.001,0.007,80
-0.001,-0.001,0.007,100
-0.0005,-0.001,0.007,100
0,-0.001,0.007,100
0.0005,-0.001,0.007,100
0.001,-0.001,0.007,100
0.0015,-0.001,0.007,80
0.002,-0.001,0.007,55
-0.002,-0.0005,0.007,65
-0.0015,-0.0005,0.007,90
-0.001,-0.0005,0.007,100
-0.0005,-0.0005,0.007,100
0,-0.0005,0.007,100
0.0005,-0.0005,0.007,100
0.001,-0.0005,0.007,100
0.0015,-0.0005,0.007,90
0.002,-0.0005,0.007,65
-0.002,0,0.007,69
-0.0015,0,0.007,96
-0.001,0,0.007,100
-0.0005,0,0.007,100
0,0,0.007,100
0.0005,0,0.007,100
0.001,0,0.007,100
0.0015,0,0.007,96
0.002,0,0.007,69
-0.002,0.0005,0.007,65
-0.0015,0.0005,0.007,90
-0.001,0.0005,0.007,100
-0.0005,0.0005,0.007,100
0,0.0005,0.007,100
0.0005,0.0005,0.007,100
0.001,0.0005,0.007,100
0.0015,0.0005,0.007,90
0.002,0.0005,0.007,65
-0.002,0.001,0.007,55
-0.0015,0.001,0.007,80
-0.001,0.001,0.007,100
-0.0005,0.001,0.007,100
0,0.001,0.007,100
0.0005,0.001,0.007,100
0.001,0.001,0.007,100
0.0015,0.001,0.007,80
0.002,0.001,0.007,55
-0.0015,0.0015,0.007,63
-0.001,0.0015,0.007,80
-0.0005,0.0015,0.007,90
0,0.0015,0.007,96
0.0005,0.0015,0.007,90
0.001,0.0015,0.007,80
0.0015,0.0015,0.007,63
-0.001,0.002,0.007,55
-0.0005,0.002,0.007,65
0,0.002,0.007,69
0.0005,0.002,0.007,65
0.001,0.002,0.007,55
-0.001,-0.002,0.0075,54
-0.0005,-0.002,0.0075,63
0,-0.002,0.0075,67
0.0005,-0.002,0.0075,63
0.001,-0.002,0.0075,54
-0.0015,-0.0015,0.0075,61
-0.001,-0.0015,0.0075,77
-0.0005,-0.0015,0.0075,87
0,-0.0015,0.0075,92
0.0005,-0.0015,0.0075,87
0.001,-0.0015,0.0075,77
0.0015,-0.0015,0.0075,61
-0.002,-0.001,0.0075,54
-0.0015,-0.001,0.0075,77
-0.001,-0.001,0.0075,98
-0.0005,-0.001,0.0075,100
0,-0.001,0.0075,100
0.0005,-0.001,0.0075,100
0.001,-0.001,0.0075,98
0.0015,-0.001,0.0075,77
0.002,-0.001,0.0075,54
-0.002,-0.0005,0.0075,63
-0.0015,-0.0005,0.0075,87
-0.001,-0.0005,0.0075,100
-0.0005,-0.0005,0.0075,100
0,-0.0005,0.0075,100
0.0005,-0.0005,0.0075,100
0.001,-0.0005,0.0075,100
0.0015,-0.0005,0.0075,87
0.002,-0.0005,0.0075,63
-0.002,0,0.0075,67
-0.0015,0,0.0075,92
-0.001,0,0.0075,100
-0.0005,0,0.0075,100
0,0,0.0075,100
0.0005,0,0.0075,100
0.001,0,0.0075,100
0.0015,0,0.0075,92
0.002,0,0.0075,67
-0.002,0.0005,0.0075,63
-0.0015,0.0005,0.0075,87
-0.001,0.0005,0.0075,100
-0.0005,0.0005,0.0075,100
0,0.0005,0.0075,100
0.0005,0.0005,0.0075,100
0.001,0.0005,0.0075,100
0.0015,0.0005,0.0075,87
0.002,0.0005,0.0075,63
-0.002,0.001,0.0075,54
-0.0015,0.001,0.0075,77
-0.001,0.001,0.0075,98
-0.0005,0.001,0.0075,100
0,0.001,0.0075,100
0.0005,0.001,0.0075,100
0.001,0.001,0.0075,98
0.0015,0.001,0.0075,77
0.002,0.001,0.0075,54
-0.0015,0.0015,0.0075,61
-0.001,0.0015,0.0075,77
-0.0005,0.0015,0.0075,87
0,0.0015,0.0075,92
0.0005,0.0015,0.0075,87
0.001,0.0015,0.0075,77
0.0015,0.0015,0.0075,61
-0.001,0.002,0.0075,54
-0.0005,0.002,0.0075,63
0,0.002,0.0075,67
0.0005,0.002,0.0075,63
0.001,0.002,0.0075,54
-0.001,-0.002,0.008,54
-0.0005,-0.002,0.008,64
0,-0.002,0.008,68
0.0005,-0.002,0.008,64
0.001,-0.002,0.008,54
-0.0015,-0.0015,0.008,63
-0.001,-0.0015,0.008,79
-0.0005,-0.0015,0.008,89
0,-0.0015,0.008,95
0.0005,-0.0015,0.008,89
0.001,-0.0015,0.008,79
0.0015,-0.0015,0.008,63
-0.002,-0.001,0.008,54
-0.0015,-0.001,0.008,79
-0.001,-0.001,0.008,100
-0.0005,-0.001,0.008,100
0,-0.001,0.008,100
0.0005,-0.001,0.008,100
0.001,-0.001,0.008,100
0.0015,-0.001,0.008,79
0.002,-0.001,0.008,54
-0.002,-0.0005,0.008,64
-0.0015,-0.0005,0.008,89
-0.001,-0.0005,0.008,100
-0.0005,-0.0005,0.008,100
0,-0.0005,0.008,100
0.0005,-0.0005,0.008,100
0.001,-0.0005,0.008,100
0.0015,-0.0005,0.008,89
0.002,-0.0005,0.008,64
-0.002,0,0.008,68
-0.0015,0,0.008,95
-0.001,0,0.008,100
-0.0005,0,0.008,100
0,0,0.008,100
0.0005,0,0.008,100
0.001,0,0.008,100
0.0015,0,0.008,95
0.002,0,0.008,68
-0.002,0.0005,0.008,64
-0.0015,0.0005,0.008,89
-0.001,0.0005,0.008,100
-0.0005,0.0005,0.008,100
0,0.0005,0.008,100
0.0005,0.0005,0.008,100
0.001,0.0005,0.008,100
0.0015,0.0005,0.008,89
0.002,0.0005,0.008,64
-0.002,0.001,0.008,54
-0.0015,0.001,0.008,79
-0.001,0.001,0.008,100
-0.0005,0.001,0.008,100
0,0.001,0.008,100
0.0005,0.001,0.008,100
0.001,0.001,0.008,100
0.0015,0.001,0.008,79
0.002,0.001,0.008,54
-0.0015,0.0015,0.008,63
-0.001,0.0015,0.008,79
-0.0005,0.0015,0.008,89
0,0.0015,0.008,95
0.0005,0.0015,0.008,89
0.001,0.0015,0.008,79
0.0015,0.0015,0.008,63
-0.001,0.002,0.008,54
-0.0005,0.002,0.008,64
0,0.002,0.008,68
0.0005,0.002,0.008,64
0.001,0.002,0.008,54
-0.001,-0.002,0.0085,53
-0.0005,-0.002,0.0085,62
0,-0.002,0.0085,66
0.0005,-0.002,0.0085,62
0.001,-0.002,0.0085,53
-0.0015,-0.0015,0.0085,60
-0.001,-0.0015,0.0085,76
-0.0005,-0.0015,0.0085,86
0,-0.0015,0.0085,91
0.0005,-0.0015,0.0085,86
0.001,-0.0015,0.0085,76
0.0015,-0.0015,0.0085,60
-0.002,-0.001,0.0085,53
-0.0015,-0.001,0.0085,76
-0.001,-0.001,0.0085,97
-0.0005,-0.001,0.0085,100
0,-0.001,0.0085,100
0.0005,-0.001,0.0085,100
0.001,-0.001,0.0085,97
0.0015,-0.001,0.0085,76
0.002,-0.001,0.0085,53
-0.002,-0.0005,0.0085,62
-0.0015,-0.0005,0.0085,86
-0.001,-0.0005,0.0085,100
-0.0005,-0.0005,0.0085,100
0,-0.0005,0.0085,100
0.0005,-0.0005,0.0085,100
0.001,-0.0005,0.0085,100
0.0015,-0.0005,0.0085,86
0.002,-0.0005,0.0085,62
-0.002,0,0.0085,66
-0.0015,0,0.0085,91
-0.001,0,0.0085,100
-0.0005,0,0.0085,100
0,0,0.0085,100
0.0005,0,0.0085,100
0.001,0,0.0085,100
0.0015,0,0.0085,91
0.002,0,0.0085,66
-0.002,0.0005,0.0085,62
-0.0015,0.0005,0.0085,86
-0.001,0.0005,0.0085,100
-0.0005,0.0005,0.0085,100
0,0.0005,0.0085,100
0.0005,0.0005,0.0085,100
0.001,0.0005,0.0085,100
0.0015,0.0005,0.0085,86
0.002,0.0005,0.0085,62
-0.002,0.001,0.0085,53
-0.0015,0.001,0.0085,76
-0.001,0.001,0.0085,97
-0.0005,0.001,0.0085,100
0,0.001,0.0085,100
0.0005,0.001,0.0085,100
0.001,0.001,0.0085,97
0.0015,0.001,0.0085,76
0.002,0.001,0.0085,53
-0.0015,0.0015,0.0085,60
-0.001,0.0015,0.0085,76
-0.0005,0.0015,0.0085,86
0,0.0015,0.0085,91
0.0005,0.0015,0.0085,86
0.001,0.0015,0.0085,76
0.0015,0.0015,0.0085,60
-0.001,0.002,0.0085,53
-0.0005,0.002,0.0085,62
0,0.002,0.0085,66
0.0005,0.002,0.0085,62
0.001,0.002,0.0085,53
-0.001,-0.002,0.009,53
-0.0005,-0.002,0.009,62
0,-0.002,0.009,66
0.0005,-0.002,0.009,62
0.001,-0.002,0.009,53
-0.0015,-0.0015,0.009,60
-0.001,-0.0015,0.009,76
-0.0005,-0.0015,0.009,86
0,-0.0015,0.009,91
0.0005,-0.0015,0.009,86
0.001,-0.0015,0.009,76
0.0015,-0.0015,0.009,60
-0.002,-0.001,0.009,53
-0.0015,-0.001,0.009,76
-0.001,-0.001,0.009,97
-0.0005,-0.001,0.009,100
0,-0.001,0.009,100
0.0005,-0.001,0.009,100
0.001,-0.001,0.009,97
0.0015,-0.001,0.009,76
0.002,-0.001,0.009,53
-0.002,-0.0005,0.009,62
-0.0015,-0.0005,0.009,86
-0.001,-0.0005,0.009,100
-0.0005,-0.0005,0.009,100
0,-0.0005,0.009,100
0.0005,-0.0005,0.009,100
0.001,-0.0005,0.009,100
0.0015,-0.0005,0.009,86
0.002,-0.0005,0.009,62
-0.002,0,0.009,66
-0.0015,0,0.009,91
-0.001,0,0.009,100
-0.0005,0,0.009,100
0,0,0.009,100
0.0005,0,0.009,100
0.001,0,0.009,100
0.0015,0,0.009,91
0.002,0,0.009,66
-0.002,0.0005,0.009,62
-0.0015,0.0005,0.009,86
-0.001,0.0005,0.009,100
-0.0005,0.0005,0.009,100
0,0.0005,0.009,100
0.0005,0.0005,0.009,100
0.001,0.0005,0.009,100
0.0015,0.0005,0.009,86
0.002,0.0005,0.009,62
-0.002,0.001,0.009,53
-0.0015,0.001,0.009,76
-0.001,0.001,0.009,97
-0.0005,0.001,0.009,100
0,0.001,0.009,100
0.0005,0.001,0.009,100
0.001,0.001,0.009,97
0.0015,0.001,0.009,76
0.002,0.001,0.009,53
-0.0015,0.0015,0.009,60
-0.001,0.0015,0.009,76
-0.0005,0.0015,0.009,86
0,0.0015,0.009,91
0.0005,0.0015,0.009,86
0.001,0.0015,0.009,76
0.0015,0.0015,0.009,60
-0.001,0.002,0.009,53
-0.0005,0.002,0.009,62
0,0.002,0.009,66
0.0005,0.002,0.009,62
0.001,0.002,0.009,53
-0.001,-0.002,0.0095,52
-0.0005,-0.002,0.0095,61
0,-0.002,0.0095,65
0.0005,-0.002,0.0095,61
0.001,-0.002,0.0095,52
-0.0015,-0.0015,0.0095,60
-0.001,-0.0015,0.0095,75
-0.0005,-0.0015,0.0095,85
0,-0.0015,0.0095,90
0.0005,-0.0015,0.0095,85
0.001,-0.0015,0.0095,75
0.0015,-0.0015,0.0095,60
-0.002,-0.001,0.0095,52
-0.0015,-0.001,0.0095,75
-0.001,-0.001,0.0095,95
-0.0005,-0.001,0.0095,100
0,-0.001,0.0095,100
0.0005,-0.001,0.0095,100
0.001,-0.001,0.0095,95
0.0015,-0.001,0.0095,75
0.002,-0.001,0.0095,52
-0.002,-0.0005,0.0095,61
-0.0015,-0.0005,0.0095,85
-0.001,-0.0005,0.0095,100
-0.0005,-0.0005,0.0095,100
0,-0.0005,0.0095,100
0.0005,-0.0005,0.0095,100
0.001,-0.0005,0.0095,100
0.0015,-0.0005,0.0095,85
0.002,-0.0005,0.0095,61
-0.002,0,0.0095,65
-0.0015,0,0.0095,90
-0.001,0,0.0095,100
-0.0005,0,0.0095,100
0,0,0.0095,100
0.0005,0,0.0095,100
0.001,0,0.0095,100
0.0015,0,0.0095,90
0.002,0,0.0095,65
-0.002,0.0005,0.0095,61
-0.0015,0.0005,0.0095,85
-0.001,0.0005,0.0095,100
-0.0005,0.0005,0.0095,100
0,0.0005,0.0095,100
0.0005,0.0005,0.0095,100
0.001,0.0005,0.0095,100
0.0015,0.0005,0.0095,85
0.002,0.0005,0.0095,61
-0.002,0.001,0.0095,52
-0.0015,0.001,0.0095,75
-0.001,0.001,0.0095,95
-0.0005,0.001,0.0095,100
0,0.001,0.0095,100
0.0005,0.001,0.0095,100
0.001,0.001,0.0095,95
0.0015,0.001,0.0095,75
0.002,0.001,0.0095,52
-0.0015,0.0015,0.0095,60
-0.001,0.0015,0.0095,75
-0.0005,0.0015,0.0095,85
0,0.0015,0.0095,90
0.0005,0.0015,0.0095,85
0.001,0.0015,0.0095,75
0.0015,0.0015,0.0095,60
-0.001,0.002,0.0095,52
-0.0005,0.002,0.0095,61
0,0.002,0.0095,65
0.0005,0.002,0.0095,61
0.001,0.002,0.0095,52
-0.001,-0.002,0.01,52
-0.0005,-0.002,0.01,61
0,-0.002,0.01,65
0.0005,-0.002,0.01,61
0.001,-0.002,0.01,52
-0.0015,-0.0015,0.01,60
-0.001,-0.0015,0.01,75
-0.0005,-0.0015,0.01,85
0,-0.0015,0.01,90
0.0005,-0.0015,0.01,85
0.001,-0.0015,0.01,75
0.0015,-0.0015,0.01,60
-0.002,-0.001,0.01,52
-0.0015,-0.001,0.01,75
-0.001,-0.001,0.01,95
-0.0005,-0.001,0.01,100
0,-0.001,0.01,100
0.0005,-0.001,0.01,100
0.001,-0.001,0.01,95
0.0015,-0.001,0.01,75
0.002,-0.001,0.01,52
-0.002,-0.0005,0.01,61
-0.0015,-0.0005,0.01,85
-0.001,-0.0005,0.01,100
-0.0005,-0.0005,0.01,100
0,-0.0005,0.01,100
0.0005,-0.0005,0.01,100
0.001,-0.0005,0.01,100
0.0015,-0.0005,0.01,85
0.002,-0.0005,0.01,61
-0.002,0,0.01,65
-0.0015,0,0.01,90
-0.001,0,0.01,100
-0.0005,0,0.01,100
0,0,0.01,100
0.0005,0,0.01,100
0.001,0,0.01,100
0.0015,0,0.01,90
0.002,0,0.01,65
-0.002,0.0005,0.01,61
-0.0015,0.0005,0.01,85
-0.001,0.0005,0.01,100
-0.0005,0.0005,0.01,100
0,0.0005,0.01,100
0.0005,0.0005,0.01,100
0.001,0.0005,0.01,100
0.0015,0.0005,0.01,85
0.002,0.0005,0.01,61
-0.002,0.001,0.01,52
-0.0015,0.001,0.01,75
-0.001,0.001,0.01,95
-0.0005,0.001,0.01,100
0,0.001,0.01,100
0.0005,0.001,0.01,100
0.001,0.001,0.01,95
0.0015,0.001,0.01,75
0.002,0.001,0.01,52
-0.0015,0.0015,0.01,60
-0.001,0.0015,0.01,75
-0.0005,0.0015,0.01,85
0,0.0015,0.01,90
0.0005,0.0015,0.01,85
0.001,0.0015,0.01,75
0.0015,0.0015,0.01,60
-0.001,0.002,0.01,52
-0.0005,0.002,0.01,61
0,0.002,0.01,65
0.0005,0.002,0.01,61
0.001,0.002,0.01,52
-0.001,-0.002,0.0105,53
-0.0005,-0.002,0.0105,62
0,-0.002,0.0105,66
0.0005,-0.002,0.0105,62
0.001,-0.002,0.0105,53
-0.0015,-0.0015,0.0105,60
-0.001,-0.0015,0.0105,76
-0.0005,-0.0015,0.0105,86
0,-0.0015,0.0105,91
0.0005,-0.0015,0.0105,86
0.001,-0.0015,0.0105,76
0.0015,-0.0015,0.0105,60
-0.002,-0.001,0.0105,53
-0.0015,-0.001,0.0105,76
-0.001,-0.001,0.0105,97
-0.0005,-0.001,0.0105,100
0,-0.001,0.0105,100
0.0005,-0.001,0.0105,100
0.001,-0.001,0.0105,97
0.0015,-0.001,0.0105,76
0.002,-0.001,0.0105,53
-0.002,-0.0005,0.0105,62
-0.0015,-0.0005,0.0105,86
-0.001,-0.0005,0.0105,100
-0.0005,-0.0005,0.0105,100
0,-0.0005,0.0105,100
0.0005,-0.0005,0.0105,100
0.001,-0.0005,0.0105,100
0.0015,-0.0005,0.0105,86
0.002,-0.0005,0.0105,62
-0.002,0,0.0105,66
-0.0015,0,0.0105,91
-0.001,0,0.0105,100
-0.0005,0,0.0105,100
0,0,0.0105,100
0.0005,0,0.0105,100
0.001,0,0.0105,100
0.0015,0,0.0105,91
0.002,0,0.0105,66
-0.002,0.0005,0.0105,62
-0.0015,0.0005,0.0105,86
-0.001,0.0005,0.0105,100
-0.0005,0.0005,0.0105,100
0,0.0005,0.0105,100
0.0005,0.0005,0.0105,100
0.001,0.0005,0.0105,100
0.0015,0.0005,0.0105,86
0.002,0.0005,0.0105,62
-0.002,0.001,0.0105,53
-0.0015,0.001,0.0105,76
-0.001,0.001,0.0105,97
-0.0005,0.001,0.0105,100
0,0.001,0.0105,100
0.0005,0.001,0.0105,100
0.001,0.001,0.0105,97
0.0015,0.001,0.0105,76
0.002,0.001,0.0105,53
-0.0015,0.0015,0.0105,60
-0.001,0.0015,0.0105,76
-0.0005,0.0015,0.0105,86
0,0.0015,0.0105,91
0.0005,0.0015,0.0105,86
0.001,0.0015,0.0105,76
0.0015,0.0015,0.0105,60
-0.001,0.002,0.0105,53
-0.0005,0.002,0.0105,62
0,0.002,0.0105,66
0.0005,0.002,0.0105,62
0.001,0.002,0.0105,53
-0.001,-0.002,0.011,53
-0.0005,-0.002,0.011,62
0,-0.002,0.011,66
0.0005,-0.002,0.011,62
0.001,-0.002,0.011,53
-0.0015,-0.0015,0.011,60
-0.001,-0.0015,0.011,76
-0.0005,-0.0015,0.011,86
0,-0.0015,0.011,91
0.0005,-0.0015,0.011,86
0.001,-0.0015,0.011,76
0.0015,-0.0015,0.011,60
-0.002,-0.001,0.011,53
-0.0015,-0.001,0.011,76
-0.001,-0.001,0.011,97
-0.0005,-0.001,0.011,100
0,-0.001,0.011,100
0.0005,-0.001,0.011,100
0.001,-0.001,0.011,97
0.0015,-0.001,0.011,76
0.002,-0.001,0.011,53
-0.002,-0.0005,0.011,62
-0.0015,-0.0005,0.011,86
-0.001,-0.0005,0.011,100
-0.0005,-0.0005,0.011,100
0,-0.0005,0.011,100
0.0005,-0.0005,0.011,100
0.001,-0.0005,0.011,100
0.0015,-0.0005,0.011,86
0.002,-0.0005,0.011,62
-0.002,0,0.011,66
-0.0015,0,0.011,91
-0.001,0,0.011,100
-0.0005,0,0.011,100
0,0,0.011,100
0.0005,0,0.011,100
0.001,0,0.011,100
0.0015,0,0.011,91
0.002,0,0.011,66
-0.002,0.0005,0.011,62
-0.0015,0.0005,0.011,86
-0.001,0.0005,0.011,100
-0.0005,0.0005,0.011,100
0,0.0005,0.011,100
0.0005,0.0005,0.011,100
0.001,0.0005,0.011,100
0.0015,0.0005,0.011,86
0.002,0.0005,0.011,62
-0.002,0.001,0.011,53
-0.0015,0.001,0.011,76
-0.001,0.001,0.011,97
-0.0005,0.001,0.011,100
0,0.001,0.011,100
0.0005,0.001,0.011,100
0.001,0.001,0.011,97
0.0015,0.001,0.011,76
0.002,0.001,0.011,53
-0.0015,0.0015,0.011,60
-0.001,0.0015,0.011,76
-0.0005,0.0015,0.011,86
0,0.0015,0.011,91
0.0005,0.0015,0.011,86
0.001,0.0015,0.011,76
0.0015,0.0015,0.011,60
-0.001,0.002,0.011,53
-0.0005,0.002,0.011,62
0,0.002,0.011,66
0.0005,0.002,0.011,62
0.001,0.002,0.011,53
-0.001,-0.002,0.0115,52
-0.0005,-0.002,0.0115,61
0,-0.002,0.0115,65
0.0005,-0.002,0.0115,61
0.001,-0.002,0.0115,52
-0.0015,-0.0015,0.0115,60
-0.001,-0.0015,0.0115,75
-0.0005,-0.0015,0.0115,85
0,-0.0015,0.0115,90
0.0005,-0.0015,0.0115,85
0.001,-0.0015,0.0115,75
0.0015,-0.0015,0.0115,60
-0.002,-0.001,0.0115,52
-0.0015,-0.001,0.0115,75
-0.001,-0.001,0.0115,95
-0.0005,-0.001,0.0115,100
0,-0.001,0.0115,100
0.0005,-0.001,0.0115,100
0.001,-0.001,0.0115,95
0.0015,-0.001,0.0115,75
0.002,-0.001,0.0115,52
-0.002,-0.0005,0.0115,61
-0.0015,-0.0005,0.0115,85
-0.001,-0.0005,0.0115,100
-0.0005,-0.0005,0.0115,100
0,-0.0005,0.0115,100
0.0005,-0.0005,0.0115,100
0.001,-0.0005,0.0115,100
0.0015,-0.0005,0.0115,85
0.002,-0.0005,0.0115,61
-0.002,0,0.0115,65
-0.0015,0,0.0115,90
-0.001,0,0.0115,100
-0.0005,0,0.0115,100
0,0,0.0115,100
0.0005,0,0.0115,100
0.001,0,0.0115,100
0.0015,0,0.0115,90
0.002,0,0.0115,65
-0.002,0.0005,0.0115,61
-0.0015,0.0005,0.0115,85
-0.001,0.0005,0.0115,100
-0.0005,0.0005,0.0115,100
0,0.0005,0.0115,100
0.0005,0.0005,0.0115,100
0.001,0.0005,0.0115,100
0.0015,0.0005,0.0115,85
0.002,0.0005,0.0115,61
-0.002,0.001,0.0115,52
-0.0015,0.001,0.0115,75
-0.001,0.001,0.0115,95
-0.0005,0.001,0.0115,100
0,0.001,0.0115,100
0.0005,0.001,0.0115,100
0.001,0.001,0.0115,95
0.0015,0.001,0.0115,75
0.002,0.001,0.0115,52
-0.0015,0.0015,0.0115,60
-0.001,0.0015,0.0115,75
-0.0005,0.0015,0.0115,85
0,0.0015,0.0115,90
0.0005,0.0015,0.0115,85
0.001,0.0015,0.0115,75
0.0015,0.0015,0.0115,60
-0.001,0.002,0.0115,52
-0.0005,0.002,0.0115,61
0,0.002,0.0115,65
0.0005,0.002,0.0115,61
0.001,0.002,0.0115,52
-0.001,-0.002,0.012,52
-0.0005,-0.002,0.012,61
0,-0.002,0.012,65
0.0005,-0.002,0.012,61
0.001,-0.002,0.012,52
-0.0015,-0.0015,0.012,60
-0.001,-0.0015,0.012,75
-0.0005,-0.0015,0.012,85
0,-0.0015,0.012,90
0.0005,-0.0015,0.012,85
0.001,-0.0015,0.012,75
0.0015,-0.0015,0.012,60
-0.002,-0.001,0.012,52
-0.0015,-0.001,0.012,75
-0.001,-0.001,0.012,95
-0.0005,-0.001,0.012,100
0,-0.001,0.012,100
0.0005,-0.001,0.012,100
0.001,-0.001,0.012,95
0.0015,-0.001,0.012,75
0.002,-0.001,0.012,52
-0.002,-0.0005,0.012,61
-0.0015,-0.0005,0.012,85
-0.001,-0.0005,0.012,100
-0.0005,-0.0005,0.012,100
0,-0.0005,0.012,100
0.0005,-0.0005,0.012,100
0.001,-0.0005,0.012,100
0.0015,-0.0005,0.012,85
0.002,-0.0005,0.012,61
-0.002,0,0.012,65
-0.0015,0,0.012,90
-0.001,0,0.012,100
-0.0005,0,0.012,100
0,0,0.012,100
0.0005,0,0.012,100
0.001,0,0.012,100
0.0015,0,0.012,90
0.002,0,0.012,65
-0.002,0.0005,0.012,61
-0.0015,0.0005,0.012,85
-0.001,0.0005,0.012,100
-0.0005,0.0005,0.012,100
0,0.0005,0.012,100
0.0005,0.0005,0.012,100
0.001,0.0005,0.012,100
0.0015,0.0005,0.012,85
0.002,0.0005,0.012,61
-0.002,0.001,0.012,52
-0.0015,0.001,0.012,75
-0.001,0.001,0.012,95
-0.0005,0.001,0.012,100
0,0.001,0.012,100
0.0005,0.001,0.012,100
0.001,0.001,0.012,95
0.0015,0.001,0.012,75
0.002,0.001,0.012,52
-0.0015,0.0015,0.012,60
-0.001,0.0015,0.012,75
-0.0005,0.0015,0.012,85
0,0.0015,0.012,90
0.0005,0.0015,0.012,85
0.001,0.0015,0.012,75
0.0015,0.0015,0.012,60
-0.001,0.002,0.012,52
-0.0005,0.002,0.012,61
0,0.002,0.012,65
0.0005,0.002,0.012,61
0.001,0.002,0.012,52
-0.001,-0.002,0.0125,53
-0.0005,-0.002,0.0125,62
0,-0.002,0.0125,66
0.0005,-0.002,0.0125,62
0.001,-0.002,0.0125,53
-0.0015,-0.0015,0.0125,60
-0.001,-0.0015,0.0125,76
-0.0005,-0.0015,0.0125,86
0,-0.0015,0.0125,91
0.0005,-0.0015,0.0125,86
0.001,-0.0015,0.0125,76
0.0015,-0.0015,0.0125,60
-0.002,-0.001,0.0125,53
-0.0015,-0.001,0.0125,76
-0.001,-0.001,0.0125,97
-0.0005,-0.001,0.0125,100
0,-0.001,0.0125,100
0.0005,-0.001,0.0125,100
0.001,-0.001,0.0125,97
0.0015,-0.001,0.0125,76
0.002,-0.001,0.0125,53
-0.002,-0.0005,0.0125,62
-0.0015,-0.0005,0.0125,86
-0.001,-0.0005,0.0125,100
-0.0005,-0.0005,0.0125,100
0,-0.0005,0.0125,100
0.0005,-0.0005,0.0125,100
0.001,-0.0005,0.0125,100
0.0015,-0.0005,0.0125,86
0.002,-0.0005,0.0125,62
-0.002,0,0.0125,66
-0.0015,0,0.0125,91
-0.001,0,0.0125,100
-0.0005,0,0.0125,100
0,0,0.0125,100
0.0005,0,0.0125,100
0.001,0,0.0125,100
0.0015,0,0.0125,91
0.002,0,0.0125,66
-0.002,0.0005,0.0125,62
-0.0015,0.0005,0.0125,86
-0.001,0.0005,0.0125,100
-0.0005,0.0005,0.0125,100
0,0.0005,0.0125,100
0.0005,0.0005,0.0125,100
0.001,0.0005,0.0125,100
0.0015,0.0005,0.0125,86
0.002,0.0005,0.0125,62
-0.002,0.001,0.0125,53
-0.0015,0.001,0.0125,76
-0.001,0.001,0.0125,97
