X,Y,Z,Velocity
0.0015,0.001,0.013,0
0.002,0.001,0.013,0
-0.0015,0.0015,0.013,0
-0.001,0.0015,0.013,0
-0.0005,0.0015,0.013,0.358783
0,0.0015,0.013,0.361677
0.0005,0.0015,0.013,0.360184
0.001,0.0015,0.013,0
0.0015,0.0015,0.013,0
-0.001,0.002,0.013,0
-0.0005,0.002,0.013,0
0,0.002,0.013,0
0.0005,0.002,0.013,0
0.001,0.002,0.013,0
-0.001,-0.002,0.0135,0
-0.0005,-0.002,0.0135,0
0,-0.002,0.0135,0
0.0005,-0.002,0.0135,0
0.001,-0.002,0.0135,0
-0.0015,-0.0015,0.0135,0
-0.001,-0.0015,0.0135,0
-0.0005,-0.0015,0.0135,0.374474
0,-0.0015,0.0135,0.389317
0.0005,-0.0015,0.0135,0.396663
0.001,-0.0015,0.0135,0
0.0015,-0.0015,0.0135,0
-0.002,-0.001,0.0135,0
-0.0015,-0.001,0.0135,0
-0.001,-0.001,0.0135,0.377631
-0.0005,-0.001,0.0135,0.37478
0,-0.001,0.0135,0.381243
0.0005,-0.001,0.0135,0.390135
0.001,-0.001,0.0135,0.400389
0.0015,-0.001,0.0135,0
0.002,-0.001,0.0135,0
-0.002,-0.0005,0.0135,0
-0.0015,-0.0005,0.0135,0.390509
-0.001,-0.0005,0.0135,0.383142
-0.0005,-0.0005,0.0135,0.379872
0,-0.0005,0.0135,0.377284
0.0005,-0.0005,0.0135,0.388594
0.001,-0.0005,0.0135,0.399241
0.0015,-0.0005,0.0135,0.409264
0.002,-0.0005,0.0135,0
-0.002,0,0.0135,0
-0.0015,0,0.0135,0.380384
-0.001,0,0.0135,0.380323
-0.0005,0,0.0135,0.380013
0,0,0.0135,0.380494
0.0005,0,0.0135,0.384798
0.001,0,0.0135,0.38972
0.0015,0,0.0135,0.395967
0.002,0,0.0135,0
-0.002,0.0005,0.0135,0
-0.0015,0.0005,0.0135,0.371176
-0.001,0.0005,0.0135,0.377084
-0.0005,0.0005,0.0135,0.379653
0,0.0005,0.0135,0.382206
0.0005,0.0005,0.0135,0.382617
0.001,0.0005,0.0135,0.38555
0.0015,0.0005,0.0135,0.38507
0.002,0.0005,0.0135,0
-0.002,0.001,0.0135,0
-0.0015,0.001,0.0135,0
-0.001,0.001,0.0135,0.377841
-0.0005,0.001,0.0135,0.38215
0,0.001,0.0135,0.385018
0.0005,0.001,0.0135,0.383427
0.001,0.001,0.0135,0.381372
0.0015,0.001,0.0135,0
0.002,0.001,0.0135,0
-0.0015,0.0015,0.0135,0
-0.001,0.0015,0.0135,0
-0.0005,0.0015,0.0135,0.375994
0,0.0015,0.0135,0.383805
0.0005,0.0015,0.0135,0.383593
0.001,0.0015,0.0135,0
0.0015,0.0015,0.0135,0
-0.001,0.002,0.0135,0
-0.0005,0.002,0.0135,0
0,0.002,0.0135,0
0.0005,0.002,0.0135,0
0.001,0.002,0.0135,0
-0.001,-0.002,0.014,0
-0.0005,-0.002,0.014,0
0,-0.002,0.014,0
0.0005,-0.002,0.014,0
0.001,-0.002,0.014,0
-0.0015,-0.0015,0.014,0
-0.001,-0.0015,0.014,0
-0.0005,-0.0015,0.014,0.402013
0,-0.0015,0.014,0.417056
0.0005,-0.0015,0.014,0.423387
0.001,-0.0015,0.014,0
0.0015,-0.0015,0.014,0
-0.002,-0.001,0.014,0
-0.0015,-0.001,0.014,0
-0.001,-0.001,0.014,0.419547
-0.0005,-0.001,0.014,0.422679
0,-0.001,0.014,0.427459
0.0005,-0.001,0.014,0.426049
0.001,-0.001,0.014,0.420407
0.0015,-0.001,0.014,0
0.002,-0.001,0.014,0
-0.002,-0.0005,0.014,0
-0.0015,-0.0005,0.014,0.414205
-0.001,-0.0005,0.014,0.420213
-0.0005,-0.0005,0.014,0.425132
0,-0.0005,0.014,0.422319
0.0005,-0.0005,0.014,0.415853
0.001,-0.0005,0.014,0.412829
0.0015,-0.0005,0.014,0.411292
0.002,-0.0005,0.014,0
-0.002,0,0.014,0
-0.0015,0,0.014,0.39497
-0.001,0,0.014,0.405734
-0.0005,0,0.014,0.41809
0,0,0.014,0.41412
0.0005,0,0.014,0.404597
0.001,0,0.014,0.407645
0.0015,0,0.014,0.407946
0.002,0,0.014,0
-0.002,0.0005,0.014,0
-0.0015,0.0005,0.014,0.385888
-0.001,0.0005,0.014,0.404731
-0.0005,0.0005,0.014,0.41938
0,0.0005,0.014,0.413589
0.0005,0.0005,0.014,0.402407
0.001,0.0005,0.014,0.405879
0.0015,0.0005,0.014,0.409867
0.002,0.0005,0.014,0
-0.002,0.001,0.014,0
-0.0015,0.001,0.014,0
-0.001,0.001,0.014,0.403905
-0.0005,0.001,0.014,0.414101
0,0.001,0.014,0.413295
0.0005,0.001,0.014,0.403009
0.001,0.001,0.014,0.401236
0.0015,0.001,0.014,0
0.002,0.001,0.014,0
-0.0015,0.0015,0.014,0
-0.001,0.0015,0.014,0
-0.0005,0.0015,0.014,0.405279
0,0.0015,0.014,0.404503
0.0005,0.0015,0.014,0.396242
0.001,0.0015,0.014,0
0.0015,0.0015,0.014,0
-0.001,0.002,0.014,0
-0.0005,0.002,0.014,0
0,0.002,0.014,0
0.0005,0.002,0.014,0
0.001,0.002,0.014,0
-0.001,-0.002,0.0145,0
-0.0005,-0.002,0.0145,0
0,-0.002,0.0145,0
0.0005,-0.002,0.0145,0
0.001,-0.002,0.0145,0
-0.0015,-0.0015,0.0145,0
-0.001,-0.0015,0.0145,0
-0.0005,-0.0015,0.0145,0.432539
0,-0.0015,0.0145,0.439029
0.0005,-0.0015,0.0145,0.440454
0.001,-0.0015,0.0145,0
0.0015,-0.0015,0.0145,0
-0.002,-0.001,0.0145,0
-0.0015,-0.001,0.0145,0
-0.001,-0.001,0.0145,0.439188
-0.0005,-0.001,0.0145,0.445118
0,-0.001,0.0145,0.451733
0.0005,-0.001,0.0145,0.447652
0.001,-0.001,0.0145,0.439532
0.0015,-0.001,0.0145,0
0.002,-0.001,0.0145,0
-0.002,-0.0005,0.0145,0
-0.0015,-0.0005,0.0145,0.432471
-0.001,-0.0005,0.0145,0.434858
-0.0005,-0.0005,0.0145,0.442268
0,-0.0005,0.0145,0.446912
0.0005,-0.0005,0.0145,0.438566
0.001,-0.0005,0.0145,0.433096
0.0015,-0.0005,0.0145,0.426927
0.002,-0.0005,0.0145,0
-0.002,0,0.0145,0
-0.0015,0,0.0145,0.426028
-0.001,0,0.0145,0.429808
-0.0005,0,0.0145,0.438468
0,0,0.0145,0.437008
0.0005,0,0.0145,0.430761
0.001,0,0.0145,0.430179
0.0015,0,0.0145,0.425099
0.002,0,0.0145,0
-0.002,0.0005,0.0145,0
-0.0015,0.0005,0.0145,0.419733
-0.001,0.0005,0.0145,0.427931
-0.0005,0.0005,0.0145,0.43587
0,0.0005,0.0145,0.429521
0.0005,0.0005,0.0145,0.420752
0.001,0.0005,0.0145,0.421405
0.0015,0.0005,0.0145,0.422257
0.002,0.0005,0.0145,0
-0.002,0.001,0.0145,0
-0.0015,0.001,0.0145,0
-0.001,0.001,0.0145,0.421689
-0.0005,0.001,0.0145,0.425666
0,0.001,0.0145,0.420508
0.0005,0.001,0.0145,0.412845
0.001,0.001,0.0145,0.411546
0.0015,0.001,0.0145,0
0.002,0.001,0.0145,0
-0.0015,0.0015,0.0145,0
-0.001,0.0015,0.0145,0
-0.0005,0.0015,0.0145,0.419467
0,0.0015,0.0145,0.407848
0.0005,0.0015,0.0145,0.400698
0.001,0.0015,0.0145,0
0.0015,0.0015,0.0145,0
-0.001,0.002,0.0145,0
-0.0005,0.002,0.0145,0
0,0.002,0.0145,0
0.0005,0.002,0.0145,0
0.001,0.002,0.0145,0
-0.001,-0.002,0.015,0
-0.0005,-0.002,0.015,0
0,-0.002,0.015,0
0.0005,-0.002,0.015,0
0.001,-0.002,0.015,0
-0.0015,-0.0015,0.015,0
-0.001,-0.0015,0.015,0
-0.0005,-0.0015,0.015,0.455242
0,-0.0015,0.015,0.452619
0.0005,-0.0015,0.015,0.445573
0.001,-0.0015,0.015,0
0.0015,-0.0015,0.015,0
-0.002,-0.001,0.015,0
-0.0015,-0.001,0.015,0
-0.001,-0.001,0.015,0.445995
-0.0005,-0.001,0.015,0.443172
0,-0.001,0.015,0.443415
0.0005,-0.001,0.015,0.438376
0.001,-0.001,0.015,0.442564
0.0015,-0.001,0.015,0
0.002,-0.001,0.015,0
-0.002,-0.0005,0.015,0
-0.0015,-0.0005,0.015,0.457008
-0.001,-0.0005,0.015,0.442386
-0.0005,-0.0005,0.015,0.434279
0,-0.0005,0.015,0.436317
0.0005,-0.0005,0.015,0.433342
0.001,-0.0005,0.015,0.438589
0.0015,-0.0005,0.015,0.448991
0.002,-0.0005,0.015,0
-0.002,0,0.015,0
-0.0015,0,0.015,0.465118
-0.001,0,0.015,0.449016
-0.0005,0,0.015,0.435907
0,0,0.015,0.434759
0.0005,0,0.015,0.439077
0.001,0,0.015,0.44133
0.0015,0,0.015,0.444791
0.002,0,0.015,0
-0.002,0.0005,0.015,0
-0.0015,0.0005,0.015,0.462839
-0.001,0.0005,0.015,0.446415
-0.0005,0.0005,0.015,0.430319
0,0.0005,0.015,0.429143
0.0005,0.0005,0.015,0.437236
0.001,0.0005,0.015,0.440203
0.0015,0.0005,0.015,0.433646
0.002,0.0005,0.015,0
-0.002,0.001,0.015,0
-0.0015,0.001,0.015,0
-0.001,0.001,0.015,0.440901
-0.0005,0.001,0.015,0.427758
0,0.001,0.015,0.42592
0.0005,0.001,0.015,0.431385
0.001,0.001,0.015,0.429923
0.0015,0.001,0.015,0
0.002,0.001,0.015,0
-0.0015,0.0015,0.015,0
-0.001,0.0015,0.015,0
-0.0005,0.0015,0.015,0.433937
0,0.0015,0.015,0.427812
0.0005,0.0015,0.015,0.423672
0.001,0.0015,0.015,0
0.0015,0.0015,0.015,0
-0.001,0.002,0.015,0
-0.0005,0.002,0.015,0
0,0.002,0.015,0
0.0005,0.002,0.015,0
0.001,0.002,0.015,0
-0.001,-0.002,0.0155,0
-0.0005,-0.002,0.0155,0
0,-0.002,0.0155,0
0.0005,-0.002,0.0155,0
0.001,-0.002,0.0155,0
-0.0015,-0.0015,0.0155,0
-0.001,-0.0015,0.0155,0
-0.0005,-0.0015,0.0155,0.475841
0,-0.0015,0.0155,0.463738
0.0005,-0.0015,0.0155,0.451154
0.001,-0.0015,0.0155,0
0.0015,-0.0015,0.0155,0
-0.002,-0.001,0.0155,0
-0.0015,-0.001,0.0155,0
-0.001,-0.001,0.0155,0.463026
-0.0005,-0.001,0.0155,0.460218
0,-0.001,0.0155,0.451494
0.0005,-0.001,0.0155,0.446465
0.001,-0.001,0.0155,0.44477
0.0015,-0.001,0.0155,0
0.002,-0.001,0.0155,0
-0.002,-0.0005,0.0155,0
-0.0015,-0.0005,0.0155,0.470969
-0.001,-0.0005,0.0155,0.455728
-0.0005,-0.0005,0.0155,0.449222
0,-0.0005,0.0155,0.447837
0.0005,-0.0005,0.0155,0.447881
0.001,-0.0005,0.0155,0.446781
0.0015,-0.0005,0.0155,0.454214
0.002,-0.0005,0.0155,0
-0.002,0,0.0155,0
-0.0015,0,0.0155,0.485622
-0.001,0,0.0155,0.463055
-0.0005,0,0.0155,0.446737
0,0,0.0155,0.445045
0.0005,0,0.0155,0.446075
0.001,0,0.0155,0.442177
0.0015,0,0.0155,0.44658
0.002,0,0.0155,0
-0.002,0.0005,0.0155,0
-0.0015,0.0005,0.0155,0.491225
-0.001,0.0005,0.0155,0.467657
-0.0005,0.0005,0.0155,0.448824
0,0.0005,0.0155,0.444835
0.0005,0.0005,0.0155,0.448075
0.001,0.0005,0.0155,0.443037
0.0015,0.0005,0.0155,0.439513
0.002,0.0005,0.0155,0
-0.002,0.001,0.0155,0
-0.0015,0.001,0.0155,0
-0.001,0.001,0.0155,0.464979
-0.0005,0.001,0.0155,0.449997
0,0.001,0.0155,0.447829
0.0005,0.001,0.0155,0.447785
0.001,0.001,0.0155,0.445068
0.0015,0.001,0.0155,0
0.002,0.001,0.0155,0
-0.0015,0.0015,0.0155,0
-0.001,0.0015,0.0155,0
-0.0005,0.0015,0.0155,0.454032
0,0.0015,0.0155,0.453449
0.0005,0.0015,0.0155,0.447626
0.001,0.0015,0.0155,0
0.0015,0.0015,0.0155,0
-0.001,0.002,0.0155,0
-0.0005,0.002,0.0155,0
0,0.002,0.0155,0
0.0005,0.002,0.0155,0
0.001,0.002,0.0155,0
-0.001,-0.002,0.016,0
-0.0005,-0.002,0.016,0
0,-0.002,0.016,0
0.0005,-0.002,0.016,0
0.001,-0.002,0.016,0
-0.0015,-0.0015,0.016,0
-0.001,-0.0015,0.016,0
-0.0005,-0.0015,0.016,0.482905
0,-0.0015,0.016,0.473557
0.0005,-0.0015,0.016,0.461571
0.001,-0.0015,0.016,0
0.0015,-0.0015,0.016,0
-0.002,-0.001,0.016,0
-0.0015,-0.001,0.016,0
-0.001,-0.001,0.016,0.479172
-0.0005,-0.001,0.016,0.472647
0,-0.001,0.016,0.465087
0.0005,-0.001,0.016,0.465701
0.001,-0.001,0.016,0.46127
0.0015,-0.001,0.016,0
0.002,-0.001,0.016,0
-0.002,-0.0005,0.016,0
-0.0015,-0.0005,0.016,0.495225
-0.001,-0.0005,0.016,0.477795
-0.0005,-0.0005,0.016,0.470946
0,-0.0005,0.016,0.463446
0.0005,-0.0005,0.016,0.464325
0.001,-0.0005,0.016,0.458752
0.0015,-0.0005,0.016,0.452442
0.002,-0.0005,0.016,0
-0.002,0,0.016,0
-0.0015,0,0.016,0.505684
-0.001,0,0.016,0.486709
-0.0005,0,0.016,0.472995
0,0,0.016,0.45941
0.0005,0,0.016,0.451637
0.001,0,0.016,0.443962
0.0015,0,0.016,0.434101
0.002,0,0.016,0
-0.002,0.0005,0.016,0
-0.0015,0.0005,0.016,0.511504
-0.001,0.0005,0.016,0.490838
-0.0005,0.0005,0.016,0.47544
0,0.0005,0.016,0.463665
0.0005,0.0005,0.016,0.455025
0.001,0.0005,0.016,0.444922
0.0015,0.0005,0.016,0.434524
0.002,0.0005,0.016,0
-0.002,0.001,0.016,0
-0.0015,0.001,0.016,0
-0.001,0.001,0.016,0.478308
-0.0005,0.001,0.016,0.46669
0,0.001,0.016,0.464286
0.0005,0.001,0.016,0.46199
0.001,0.001,0.016,0.458182
0.0015,0.001,0.016,0
0.002,0.001,0.016,0
-0.0015,0.0015,0.016,0
-0.001,0.0015,0.016,0
-0.0005,0.0015,0.016,0.464947
0,0.0015,0.016,0.466502
0.0005,0.0015,0.016,0.4627
0.001,0.0015,0.016,0
0.0015,0.0015,0.016,0
-0.001,0.002,0.016,0
-0.0005,0.002,0.016,0
0,0.002,0.016,0
0.0005,0.002,0.016,0
0.001,0.002,0.016,0
-0.001,-0.002,0.0165,0
-0.0005,-0.002,0.0165,0
0,-0.002,0.0165,0
0.0005,-0.002,0.0165,0
0.001,-0.002,0.0165,0
-0.0015,-0.0015,0.0165,0
-0.001,-0.0015,0.0165,0
-0.0005,-0.0015,0.0165,0.46962
0,-0.0015,0.0165,0.466246
0.0005,-0.0015,0.0165,0.458429
0.001,-0.0015,0.0165,0
0.0015,-0.0015,0.0165,0
-0.002,-0.001,0.0165,0
-0.0015,-0.001,0.0165,0
-0.001,-0.001,0.0165,0.47726
-0.0005,-0.001,0.0165,0.471701
0,-0.001,0.0165,0.468528
0.0005,-0.001,0.0165,0.46519
0.001,-0.001,0.0165,0.462902
0.0015,-0.001,0.0165,0
0.002,-0.001,0.0165,0
-0.002,-0.0005,0.0165,0
-0.0015,-0.0005,0.0165,0.496184
-0.001,-0.0005,0.0165,0.489516
-0.0005,-0.0005,0.0165,0.475864
0,-0.0005,0.0165,0.463125
0.0005,-0.0005,0.0165,0.46078
0.001,-0.0005,0.0165,0.45299
0.0015,-0.0005,0.0165,0.444406
0.002,-0.0005,0.0165,0
-0.002,0,0.0165,0
-0.0015,0,0.0165,0.501462
-0.001,0,0.0165,0.498399
-0.0005,0,0.0165,0.486047
0,0,0.0165,0.464949
0.0005,0,0.0165,0.453617
0.001,0,0.0165,0.444742
0.0015,0,0.0165,0.428386
0.002,0,0.0165,0
-0.002,0.0005,0.0165,0
-0.0015,0.0005,0.0165,0.506451
-0.001,0.0005,0.0165,0.501081
-0.0005,0.0005,0.0165,0.495242
0,0.0005,0.0165,0.475481
0.0005,0.0005,0.0165,0.456621
0.001,0.0005,0.0165,0.44621
0.0015,0.0005,0.0165,0.441255
0.002,0.0005,0.0165,0
-0.002,0.001,0.0165,0
-0.0015,0.001,0.0165,0
-0.001,0.001,0.0165,0.498762
-0.0005,0.001,0.0165,0.495844
0,0.001,0.0165,0.486019
0.0005,0.001,0.0165,0.469911
0.001,0.001,0.0165,0.459325
0.0015,0.001,0.0165,0
0.002,0.001,0.0165,0
-0.0015,0.0015,0.0165,0
-0.001,0.0015,0.0165,0
-0.0005,0.0015,0.0165,0.493013
0,0.0015,0.0165,0.493816
0.0005,0.0015,0.0165,0.484694
0.001,0.0015,0.0165,0
0.0015,0.0015,0.0165,0
-0.001,0.002,0.0165,0
-0.0005,0.002,0.0165,0
0,0.002,0.0165,0
0.0005,0.002,0.0165,0
0.001,0.002,0.0165,0
-0.001,-0.002,0.017,0
-0.0005,-0.002,0.017,0
0,-0.002,0.017,0
0.0005,-0.002,0.017,0
0.001,-0.002,0.017,0
-0.0015,-0.0015,0.017,0
-0.001,-0.0015,0.017,0
-0.0005,-0.0015,0.017,0.455286
0,-0.0015,0.017,0.454379
0.0005,-0.0015,0.017,0.459887
0.001,-0.0015,0.017,0
0.0015,-0.0015,0.017,0
-0.002,-0.001,0.017,0
-0.0015,-0.001,0.017,0
-0.001,-0.001,0.017,0.450851
-0.0005,-0.001,0.017,0.457784
0,-0.001,0.017,0.459812
0.0005,-0.001,0.017,0.452905
0.001,-0.001,0.017,0.450481
0.0015,-0.001,0.017,0
0.002,-0.001,0.017,0
-0.002,-0.0005,0.017,0
-0.0015,-0.0005,0.017,0.445075
-0.001,-0.0005,0.017,0.457404
-0.0005,-0.0005,0.017,0.456024
0,-0.0005,0.017,0.457505
0.0005,-0.0005,0.017,0.453404
0.001,-0.0005,0.017,0.447527
0.0015,-0.0005,0.017,0.449142
0.002,-0.0005,0.017,0
-0.002,0,0.017,0
-0.0015,0,0.017,0.458029
-0.001,0,0.017,0.463572
-0.0005,0,0.017,0.462993
0,0,0.017,0.466676
0.0005,0,0.017,0.467617
0.001,0,0.017,0.460146
0.0015,0,0.017,0.454219
0.002,0,0.017,0
-0.002,0.0005,0.017,0
-0.0015,0.0005,0.017,0.46675
-0.001,0.0005,0.017,0.474569
-0.0005,0.0005,0.017,0.477014
0,0.0005,0.017,0.477128
0.0005,0.0005,0.017,0.467654
0.001,0.0005,0.017,0.461127
0.0015,0.0005,0.017,0.461693
0.002,0.0005,0.017,0
-0.002,0.001,0.017,0
-0.0015,0.001,0.017,0
-0.001,0.001,0.017,0.489721
-0.0005,0.001,0.017,0.489446
0,0.001,0.017,0.479921
0.0005,0.001,0.017,0.464788
0.001,0.001,0.017,0.457966
0.0015,0.001,0.017,0
0.002,0.001,0.017,0
-0.0015,0.0015,0.017,0
-0.001,0.0015,0.017,0
-0.0005,0.0015,0.017,0.489093
0,0.0015,0.017,0.482908
0.0005,0.0015,0.017,0.474785
0.001,0.0015,0.017,0
0.0015,0.0015,0.017,0
-0.001,0.002,0.017,0
-0.0005,0.002,0.017,0
0,0.002,0.017,0
0.0005,0.002,0.017,0
0.001,0.002,0.017,0
-0.001,-0.002,0.0175,0
-0.0005,-0.002,0.0175,0
0,-0.002,0.0175,0
0.0005,-0.002,0.0175,0
0.001,-0.002,0.0175,0
-0.0015,-0.0015,0.0175,0
-0.001,-0.0015,0.0175,0
-0.0005,-0.0015,0.0175,0.428175
0,-0.0015,0.0175,0.428409
0.0005,-0.0015,0.0175,0.435434
0.001,-0.0015,0.0175,0
0.0015,-0.0015,0.0175,0
-0.002,-0.001,0.0175,0
-0.0015,-0.001,0.0175,0
-0.001,-0.001,0.0175,0.421431
-0.0005,-0.001,0.0175,0.428264
0,-0.001,0.0175,0.426545
0.0005,-0.001,0.0175,0.421874
0.001,-0.001,0.0175,0.424469
0.0015,-0.001,0.0175,0
0.002,-0.001,0.0175,0
-0.002,-0.0005,0.0175,0
-0.0015,-0.0005,0.0175,0.3988
-0.001,-0.0005,0.0175,0.413852
-0.0005,-0.0005,0.0175,0.429869
0,-0.0005,0.0175,0.440445
0.0005,-0.0005,0.0175,0.435503
0.001,-0.0005,0.0175,0.435914
0.0015,-0.0005,0.0175,0.442328
0.002,-0.0005,0.0175,0
-0.002,0,0.0175,0
-0.0015,0,0.0175,0.3956
-0.001,0,0.0175,0.410202
-0.0005,0,0.0175,0.430037
0,0,0.0175,0.454621
0.0005,0,0.0175,0.460184
0.001,0,0.0175,0.460413
0.0015,0,0.0175,0.466488
0.002,0,0.0175,0
-0.002,0.0005,0.0175,0
-0.0015,0.0005,0.0175,0.405424
-0.001,0.0005,0.0175,0.417507
-0.0005,0.0005,0.0175,0.431398
0,0.0005,0.0175,0.456026
0.0005,0.0005,0.0175,0.467809
0.001,0.0005,0.0175,0.472454
0.0015,0.0005,0.0175,0.475562
0.002,0.0005,0.0175,0
-0.002,0.001,0.0175,0
-0.0015,0.001,0.0175,0
-0.001,0.001,0.0175,0.429514
-0.0005,0.001,0.0175,0.435281
0,0.001,0.0175,0.449914
0.0005,0.001,0.0175,0.457555
0.001,0.001,0.0175,0.464262
0.0015,0.001,0.0175,0
0.002,0.001,0.0175,0
-0.0015,0.0015,0.0175,0
-0.001,0.0015,0.0175,0
-0.0005,0.0015,0.0175,0.434767
0,0.0015,0.0175,0.44243
0.0005,0.0015,0.0175,0.44749
0.001,0.0015,0.0175,0
0.0015,0.0015,0.0175,0
-0.001,0.002,0.0175,0
-0.0005,0.002,0.0175,0
0,0.002,0.0175,0
0.0005,0.002,0.0175,0
0.001,0.002,0.0175,0
-0.001,-0.002,0.018,0
-0.0005,-0.002,0.018,0
0,-0.002,0.018,0
0.0005,-0.002,0.018,0
0.001,-0.002,0.018,0
-0.0015,-0.0015,0.018,0
-0.001,-0.0015,0.018,0
-0.0005,-0.0015,0.018,0.399677
0,-0.0015,0.018,0.390302
0.0005,-0.0015,0.018,0.38982
0.001,-0.0015,0.018,0
0.0015,-0.0015,0.018,0
-0.002,-0.001,0.018,0
-0.0015,-0.001,0.018,0
-0.001,-0.001,0.018,0.405721
-0.0005,-0.001,0.018,0.401521
0,-0.001,0.018,0.393123
0.0005,-0.001,0.018,0.393701
0.001,-0.001,0.018,0.399688
0.0015,-0.001,0.018,0
0.002,-0.001,0.018,0
-0.002,-0.0005,0.018,0
-0.0015,-0.0005,0.018,0.394764
-0.001,-0.0005,0.018,0.396346
-0.0005,-0.0005,0.018,0.40649
0,-0.0005,0.018,0.410951
0.0005,-0.0005,0.018,0.415494
0.001,-0.0005,0.018,0.416525
0.0015,-0.0005,0.018,0.420545
0.002,-0.0005,0.018,0
-0.002,0,0.018,0
-0.0015,0,0.018,0.374862
-0.001,0,0.018,0.389583
-0.0005,0,0.018,0.408131
0,0,0.018,0.421934
0.0005,0,0.018,0.429538
0.001,0,0.018,0.434084
0.0015,0,0.018,0.440591
0.002,0,0.018,0
-0.002,0.0005,0.018,0
-0.0015,0.0005,0.018,0.380042
-0.001,0.0005,0.018,0.394862
-0.0005,0.0005,0.018,0.408546
0,0.0005,0.018,0.423527
0.0005,0.0005,0.018,0.442037
0.001,0.0005,0.018,0.448413
0.0015,0.0005,0.018,0.453609
0.002,0.0005,0.018,0
-0.002,0.001,0.018,0
-0.0015,0.001,0.018,0
-0.001,0.001,0.018,0.400499
-0.0005,0.001,0.018,0.407737
0,0.001,0.018,0.421949
0.0005,0.001,0.018,0.442412
0.001,0.001,0.018,0.451148
0.0015,0.001,0.018,0
0.002,0.001,0.018,0
-0.0015,0.0015,0.018,0
-0.001,0.0015,0.018,0
-0.0005,0.0015,0.018,0.399339
0,0.0015,0.018,0.413698
0.0005,0.0015,0.018,0.428971
0.001,0.0015,0.018,0
0.0015,0.0015,0.018,0
-0.001,0.002,0.018,0
-0.0005,0.002,0.018,0
0,0.002,0.018,0
0.0005,0.002,0.018,0
0.001,0.002,0.018,0
-0.001,-0.002,0.0185,0
-0.0005,-0.002,0.0185,0
0,-0.002,0.0185,0
0.0005,-0.002,0.0185,0
0.001,-0.002,0.0185,0
-0.0015,-0.0015,0.0185,0
-0.001,-0.0015,0.0185,0
-0.0005,-0.0015,0.0185,0.394498
0,-0.0015,0.0185,0.383223
0.0005,-0.0015,0.0185,0.38231
0.001,-0.0015,0.0185,0
0.0015,-0.0015,0.0185,0
-0.002,-0.001,0.0185,0
-0.0015,-0.001,0.0185,0
-0.001,-0.001,0.0185,0.393065
-0.0005,-0.001,0.0185,0.390754
0,-0.001,0.0185,0.387728
0.0005,-0.001,0.0185,0.388303
0.001,-0.001,0.0185,0.394631
0.0015,-0.001,0.0185,0
0.002,-0.001,0.0185,0
-0.002,-0.0005,0.0185,0
-0.0015,-0.0005,0.0185,0.394726
-0.001,-0.0005,0.0185,0.388217
-0.0005,-0.0005,0.0185,0.389769
0,-0.0005,0.0185,0.39032
0.0005,-0.0005,0.0185,0.39515
0.001,-0.0005,0.0185,0.399638
0.0015,-0.0005,0.0185,0.406379
0.002,-0.0005,0.0185,0
-0.002,0,0.0185,0
-0.0015,0,0.0185,0.390211
-0.001,0,0.0185,0.387108
-0.0005,0,0.0185,0.386309
0,0,0.0185,0.390721
0.0005,0,0.0185,0.399889
0.001,0,0.0185,0.405868
0.0015,0,0.0185,0.413189
0.002,0,0.0185,0
-0.002,0.0005,0.0185,0
-0.0015,0.0005,0.0185,0.389823
-0.001,0.0005,0.0185,0.39023
-0.0005,0.0005,0.0185,0.388765
0,0.0005,0.0185,0.391658
0.0005,0.0005,0.0185,0.406178
0.001,0.0005,0.0185,0.411758
0.0015,0.0005,0.0185,0.415319
0.002,0.0005,0.0185,0
-0.002,0.001,0.0185,0
-0.0015,0.001,0.0185,0
-0.001,0.001,0.0185,0.393732
-0.0005,0.001,0.0185,0.390042
0,0.001,0.0185,0.390562
0.0005,0.001,0.0185,0.408932
0.001,0.001,0.0185,0.417547
0.0015,0.001,0.0185,0
0.002,0.001,0.0185,0
-0.0015,0.0015,0.0185,0
-0.001,0.0015,0.0185,0
-0.0005,0.0015,0.0185,0.385817
0,0.0015,0.0185,0.385325
0.0005,0.0015,0.0185,0.405111
0.001,0.0015,0.0185,0
0.0015,0.0015,0.0185,0
-0.001,0.002,0.0185,0
-0.0005,0.002,0.0185,0
0,0.002,0.0185,0
0.0005,0.002,0.0185,0
0.001,0.002,0.0185,0
-0.001,-0.002,0.019,0
-0.0005,-0.002,0.019,0
0,-0.002,0.019,0
0.0005,-0.002,0.019,0
0.001,-0.002,0.019,0
-0.0015,-0.0015,0.019,0
-0.001,-0.0015,0.019,0
-0.0005,-0.0015,0.019,0.406709
0,-0.0015,0.019,0.395789
0.0005,-0.0015,0.019,0.389399
0.001,-0.0015,0.019,0
0.0015,-0.0015,0.019,0
-0.002,-0.001,0.019,0
-0.0015,-0.001,0.019,0
-0.001,-0.001,0.019,0.404103
-0.0005,-0.001,0.019,0.403496
0,-0.001,0.019,0.393789
0.0005,-0.001,0.019,0.387196
0.001,-0.001,0.019,0.393463
0.0015,-0.001,0.019,0
0.002,-0.001,0.019,0
-0.002,-0.0005,0.019,0
-0.0015,-0.0005,0.019,0.400943
-0.001,-0.0005,0.019,0.401717
-0.0005,-0.0005,0.019,0.400548
0,-0.0005,0.019,0.393074
0.0005,-0.0005,0.019,0.386626
0.001,-0.0005,0.019,0.390061
0.0015,-0.0005,0.019,0.393822
0.002,-0.0005,0.019,0
